arm,iter,loss,raw_lengthscale,lengthscale,raw_outputscale,outputscale,raw_noise,noise,mean_constant
gp,40,0.4939511855587498,-2.876751101354656,0.05478874197884381,2.762809075052463,2.824011625377734,-3.419039968033543,0.03231919714581339,-0.23628100740682847
gp,41,0.5217550905624433,-2.876389884309956,0.054808003514755094,2.7524975481909157,2.8143152439029775,-3.504632904426979,0.029714922420601062,-0.239433465967461
gp,42,0.5099619584599743,-2.8899199534329085,0.0540910055422838,2.7534443955837147,2.8152053570693734,-3.584990880934463,0.02745922043301602,-0.24130911948762207
gp,43,0.532127818063791,-2.919592719241983,0.052550378956397914,2.7670562354901453,2.828007146375392,-3.658421802518814,0.025546626568490733,-0.2308158551524408
gp,44,0.5370592041356411,-2.9637095992302753,0.05033853231458165,2.792030202695188,2.8515216112759427,-3.7251040664035724,0.023924519998459768,-0.2033993501458403
gp,45,0.5566340055382075,-3.018556373842481,0.04771503399938003,2.825104334663941,2.8827149782580856,-3.786302446742493,0.022525952920881945,-0.15953827108872376
gp,46,0.5669253379705823,-3.0781156485604453,0.04501728598544643,2.860705601744846,2.9163563359891778,-3.841559229332772,0.021333088018258253,-0.10871823884947912
gp,47,0.6387244933692517,-3.1426212186761644,0.04226366788549799,2.898133707453045,2.9517939036148095,-3.889330308640808,0.02035256791582335,-0.07458102272169606
gp,48,0.6055934735757951,-3.20470008984567,0.03976966580558532,2.93115612809916,2.9831177720926165,-3.9333021709814164,0.019489711440882476,-0.05738629195198271
gp,49,0.6050183151397802,-3.2591268511291847,0.0377021871622584,2.955647431742152,3.0063832771888985,-3.974071681498873,0.01872226698610782,-0.037314120709121004
gp,50,0.6486817223052541,-3.305332659781507,0.03603005679840428,2.9693993164229346,3.0194592803842077,-4.010985108472227,0.018053409400437054,-0.03624736402291667
gp,51,0.6252866477767376,-3.3361657154814095,0.034954987412171394,2.9684910481612468,3.0185953798559866,-4.04599030556619,0.017441142759500337,-0.02851636552513009
gp,52,0.6654213003794479,-3.354578547976337,0.03432807705167917,2.954108208920253,3.0049202558739583,-4.078626031391449,0.016888984898816572,-0.03339313095292137
gp,53,0.6802289560781,-3.3638843955298507,0.03401545385597427,2.928412145525383,2.9805129114302606,-4.1086357796543655,0.016396658781694697,-0.02607989507279134
gp,54,0.6628573001086658,-3.3621680265843574,0.03407290276380769,2.8914874387661684,2.9454959710127246,-4.136512556154437,0.01595216634987052,-0.03301873650296608
gp,55,0.6541110926627045,-3.3509956224320336,0.03444919438228317,2.8443517984641113,2.900894653358721,-4.162964591556576,0.015541520108421402,-0.027655886108337326
gp,56,0.6282703549224906,-3.3300286106584998,0.03516642969748549,2.7884473111116947,2.848146004179565,-4.1888355976791285,0.01515010833358749,-0.01449422008922234
gp,57,0.6600722053923866,-3.30637761172993,0.03599309593842697,2.728173839064312,2.7914664275395276,-4.2126011870849105,0.014799235291635304,-0.0013427083515621663
gp,58,0.6719354410824205,-3.2867744953312528,0.0366927184099217,2.6683052065760267,2.7353746095526823,-4.2334773599846125,0.014497728019764762,-0.017501043386291
gp,59,0.6727826763973654,-3.2712299059501624,0.037256970385568446,2.6094886977250944,2.6804802454997643,-4.250534120055472,0.01425594724375928,-0.054287749803514876
gp,60,0.6298832663669149,-3.2600685206896753,0.037667360891635,2.5533727782446305,2.628312108091684,-4.265257783534308,0.014050483188936853,-0.07213698694598208
gp,61,0.6087061598661111,-3.2532158365487747,0.03792152014052714,2.5009339304281415,2.579752849023217,-4.278797156735363,0.013864160492474631,-0.09568826169448261
gp,62,0.6546984445958138,-3.25646231495445,0.03780090241252224,2.455521778506012,2.5378557720005195,-4.2893759693872635,0.013720301393458943,-0.126543676232746
gp,63,0.6387857477513889,-3.2670962687042073,0.03740844497789367,2.4160374971695355,2.501549530292709,-4.2979086281748256,0.013605356342579103,-0.13832714923677375
gp,64,0.6519398563022571,-3.28675834903083,0.03669330012850386,2.3819698874638093,2.4703181096552917,-4.3044159406449225,0.01351834317585632,-0.12623008856759685
gp,65,0.6441142662609616,-3.3112007005438704,0.035822981120617214,2.350621120945873,2.4416584987955323,-4.308228529047384,0.013467621720865977,-0.0924920174360234
gp,66,0.654556088333855,-3.341217663500302,0.034781869984277194,2.321635104388829,2.415228383282047,-4.310288109145499,0.01344030100325053,-0.04077295533709313
gp,67,0.6769638329783504,-3.371633771556253,0.033757256389232326,2.2913554846661435,2.3876917648548353,-4.311319185828853,0.01342664441879541,-0.005410944135684173
gp,68,0.6601269036699217,-3.39988973078347,0.032832031810465706,2.2564162955583966,2.3560128366267437,-4.311920411304048,0.013418687613445333,0.018144303684440685
gp,69,0.6481944109564184,-3.4227768585734264,0.032100930564240786,2.214666353426938,2.3182963176625906,-4.312582454604575,0.013409931385273311,0.027523430959783296
gp,70,0.6576939122323329,-3.4393018787860306,0.031583041581582594,2.1654838475507674,2.2740641579986014,-4.3129459507392625,0.0134051261935743,0.023267743283973352
gp,71,0.6530127696139724,-3.450374134508055,0.031240650696133153,2.109689113958512,2.224156136367746,-4.313193291972675,0.013401857482356038,0.007049852188122416
gp,72,0.6648788728698748,-3.456293137274943,0.03105911701621036,2.0472587476063535,2.1686692250928874,-4.312643617992919,0.013409122722895985,-0.01756877030451365
gp,73,0.6654326905252832,-3.459010816980032,0.03097611503645913,1.9794686466640654,2.1088662999595322,-4.311197006401732,0.013428261956616755,-0.04215481042633622
gp,74,0.6735393057592489,-3.460187242348643,0.030940253022978308,1.9076388194418612,2.0460349984887762,-4.3086792580259266,0.013461637969383622,-0.06258065918963168
gp,75,0.6697833984818257,-3.4618499920086814,0.030889635668758034,1.8337523358268244,1.9820109228316527,-4.305281391208467,0.013506812752616134,-0.07523410812205861
qep,0,,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6932471805599453,0.0
qep,1,1.2973954690933358,-0.09999998438770252,0.6443966674897371,0.09999993448131829,0.7443966256776271,0.09999995651707554,0.7444966372459407,-0.09999919256333135
qep,2,1.2886704872525054,-0.20005877383822862,0.5981124118252792,0.19994664548909374,0.7981095336098895,0.1341007923251044,0.7625437722335783,-0.19938894644021038
qep,3,1.280957474025814,-0.3003092409817574,0.5542236563432246,0.29997197885900295,0.8543391480297414,0.10794998805203272,0.7486781178486015,-0.2977593628587107
qep,4,1.2714245903695962,-0.4008864485609297,0.5126596040456399,0.40024080231612585,0.9131594247408837,0.055230724140900654,0.7212437982871152,-0.3946129778925378
qep,5,1.2592769957852563,-0.5018846086163622,0.47336588505557575,0.5008663383807145,0.9746163327730214,-0.010476108143682834,0.6880228450306007,-0.4892084032885725
qep,6,1.2469330123339226,-0.6033738126257185,0.4362937629120285,0.6018637830949494,1.0386917110850882,-0.08227135463532101,0.6529573367114968,-0.5804733755321021
qep,7,1.2339002424588872,-0.705418792378598,0.4013912804457884,0.7032335806067262,1.1053478466063305,-0.15515135111686393,0.6186774845427558,-0.6669447240075117
qep,8,1.220541545354861,-0.8081067170502927,0.3685943985111618,0.8050216622745787,1.1745681801433963,-0.22482010925938323,0.5871418750341021,-0.7467328404908209
qep,9,1.2053194868400279,-0.9115382576646035,0.3378323926541204,0.9073765162782029,1.2464037904486869,-0.2887415865157188,0.5592618479300654,-0.8175189123292698
qep,10,1.189128216932432,-1.015784992400227,0.3090408840799164,1.0104475982547267,1.3209102068855676,-0.34727444221926845,0.5346097539504658,-0.8766338736146349
qep,11,1.1694516185265866,-1.1208816948567861,0.2821610412123371,1.1144129569839027,1.3981682063890573,-0.4045037418500727,0.5113102811833415,-0.9213236359687137
qep,12,1.1483770080577749,-1.2268804229883967,0.2571242755410635,1.2193504533629005,1.4781869602814037,-0.46560030665007435,0.4873036967568579,-0.9492684103075424
qep,13,1.123519854379138,-1.333832352501441,0.2338584459772816,1.3253442391613575,1.560978634104102,-0.5348948057894667,0.4611454382015679,-0.959192360853281
qep,14,1.092336560146401,-1.4418109967601302,0.2122840571269791,1.4324582298381965,1.6465379229153991,-0.6133821476754502,0.43286652966972883,-0.9512880668463055
qep,15,1.058688889221364,-1.5509007865067024,0.19231880882413802,1.5406924559739628,1.734804813387453,-0.6994358635328993,0.40347327154569484,-0.9271663974024609
qep,16,1.0174043884286192,-1.6611804539937227,0.17388159212140947,1.6500670100642207,1.8257306518615326,-0.7909689040035702,0.3740092694425286,-0.8891608477015583
qep,17,0.9623072764294369,-1.772695435945944,0.15689646559818016,1.7606462338996853,1.91930136928852,-0.8862884533109705,0.3452365589996004,-0.8394463552986695
qep,18,0.9180711411057091,-1.8855063530180465,0.14128443478445027,1.8722779635826419,2.015315382076981,-0.9848226078540083,0.3174662148951179,-0.7792918806046617
qep,19,0.8600977516712298,-1.9995580778868127,0.12698069970369008,1.98471175743664,2.11347448947035,-1.0864178478688422,0.29084465199982185,-0.7103662417339737
qep,20,0.8074661022064532,-2.114648288668367,0.1139318293702643,2.0975015644566803,2.2132939625631813,-1.1910400791349174,0.26546361910935995,-0.6338646865973389
qep,21,0.748160666916202,-2.2303320741096715,0.10209865736814196,2.2101680081644366,2.3142416937246177,-1.2985959734464834,0.24140931313050268,-0.5528624479771389
qep,22,0.696808646243405,-2.345864066794384,0.09145221972443102,2.3217792687302268,2.4153596678274214,-1.4091024953679443,0.21872335157964162,-0.46491055967083234
qep,23,0.6535037571993545,-2.4597414753174,0.08200113411887774,2.430879773733367,2.515183618300237,-1.5224788597428882,0.19745006284362474,-0.3734094985270359
qep,24,0.6200813745458253,-2.570523659842726,0.07371083653540131,2.5354766691360586,2.611718884064375,-1.6384869284164751,0.17763827691254463,-0.28244361624723235
qep,25,0.5954365031873515,-2.6756805424556163,0.06659261347487383,2.6334871043230796,2.702852291014935,-1.7567652222109231,0.1593254600224902,-0.19373053605707952
qep,26,0.581980102299192,-2.772262645877839,0.060643805722458886,2.722206454366542,2.7858660565767472,-1.8767623573900518,0.14254090604874622,-0.10432867351250052
qep,27,0.5690726033816091,-2.8573559796954044,0.055832338688167754,2.799367530081041,2.85843662299603,-1.9978523291875903,0.12728426195233442,-0.018168415324961926
qep,28,0.5799686663688165,-2.927479814101305,0.052148118326952125,2.8619242525039406,2.917509058503181,-2.1190188498441476,0.11356211868646238,0.0628367284975073
qep,29,0.58265836876847,-2.981933726995174,0.04945157328974472,2.9093392454207176,2.9624170965484233,-2.2396737589334053,0.10129577220404608,0.12955491602955893
qep,30,0.5881628250574422,-3.02032257836847,0.04763280772256026,2.941083308846435,2.992544654456823,-2.359075605265392,0.09040453161367067,0.16218641359195632
qep,31,0.5799051528946566,-3.042898723219788,0.04659387806344163,2.9581093517060655,3.0087235476919747,-2.4767797045525866,0.08077020756177797,0.1647629777553034
qep,32,0.5778481886736188,-3.0516781333230396,0.04619586516892245,2.962043661188608,3.012464043450495,-2.5924965781707643,0.07226528233935105,0.14383058712064808
qep,33,0.5617601353095615,-3.047583777533507,0.0463810669507251,2.9540848387674443,3.004898043554593,-2.705648269530849,0.06478881100098093,0.11224078408883628
qep,34,0.5548290609032004,-3.032968753487135,0.047048089172053005,2.936344418333071,2.988044000692748,-2.8161375852970654,0.05821475545014978,0.06665661661494554
qep,35,0.5351425785528725,-3.010765776576233,0.04807938476505112,2.911074226863036,2.964062463920544,-2.9239049687999707,0.05243007092936543,0.010283907286360153
qep,36,0.5239668515606686,-2.981879344383236,0.0494541972508504,2.880382868857235,2.934978316092578,-3.028862407188605,0.04733718074666136,-0.05073763745946875
qep,37,0.4847402608876001,-2.9493868728406207,0.051046480280849876,2.8466994968734167,2.903113432431185,-3.1310609358297423,0.04284472735199232,-0.10538263024673411
qep,38,0.4821617194581243,-2.918437427141233,0.05260955480568704,2.8134593600266458,2.8717255148213474,-3.2302949193986836,0.03888391992183115,-0.15966557347372345
qep,39,0.4487688654648676,-2.8917085455685783,0.0539969085578802,2.7839809139513796,2.8439389874142584,-3.327032416152864,0.03537011390906221,-0.20854903424756666
qep,40,0.4939511855587498,-2.876751101354656,0.05478874197884381,2.762809075052463,2.824011625377734,-3.419039968033543,0.03231919714581339,-0.23628100740682847
qep,41,0.5217550905624433,-2.876389884309956,0.054808003514755094,2.7524975481909157,2.8143152439029775,-3.504632904426979,0.029714922420601062,-0.239433465967461
qep,42,0.5099619584599743,-2.8899199534329085,0.0540910055422838,2.7534443955837147,2.8152053570693734,-3.584990880934463,0.02745922043301602,-0.24130911948762207
qep,43,0.532127818063791,-2.919592719241983,0.052550378956397914,2.7670562354901453,2.828007146375392,-3.658421802518814,0.025546626568490733,-0.2308158551524408
qep,44,0.5370592041356411,-2.9637095992302753,0.05033853231458165,2.792030202695188,2.8515216112759427,-3.7251040664035724,0.023924519998459768,-0.2033993501458403
qep,45,0.5566340055382075,-3.018556373842481,0.04771503399938003,2.825104334663941,2.8827149782580856,-3.786302446742493,0.022525952920881945,-0.15953827108872376
qep,46,0.5669253379705823,-3.0781156485604453,0.04501728598544643,2.860705601744846,2.9163563359891778,-3.841559229332772,0.021333088018258253,-0.10871823884947912
qep,47,0.6387244933692517,-3.1426212186761644,0.04226366788549799,2.898133707453045,2.9517939036148095,-3.889330308640808,0.02035256791582335,-0.07458102272169606
qep,48,0.6055934735757951,-3.20470008984567,0.03976966580558532,2.93115612809916,2.9831177720926165,-3.9333021709814164,0.019489711440882476,-0.05738629195198271
qep,49,0.6050183151397802,-3.2591268511291847,0.0377021871622584,2.955647431742152,3.0063832771888985,-3.974071681498873,0.01872226698610782,-0.037314120709121004
qep,50,0.6486817223052541,-3.305332659781507,0.03603005679840428,2.9693993164229346,3.0194592803842077,-4.010985108472227,0.018053409400437054,-0.03624736402291667
qep,51,0.6252866477767376,-3.3361657154814095,0.034954987412171394,2.9684910481612468,3.0185953798559866,-4.04599030556619,0.017441142759500337,-0.02851636552513009
qep,52,0.6654213003794479,-3.354578547976337,0.03432807705167917,2.954108208920253,3.0049202558739583,-4.078626031391449,0.016888984898816572,-0.03339313095292137
qep,53,0.6802289560781,-3.3638843955298507,0.03401545385597427,2.928412145525383,2.9805129114302606,-4.1086357796543655,0.016396658781694697,-0.02607989507279134
qep,54,0.6628573001086658,-3.3621680265843574,0.03407290276380769,2.8914874387661684,2.9454959710127246,-4.136512556154437,0.01595216634987052,-0.03301873650296608
qep,55,0.6541110926627045,-3.3509956224320336,0.03444919438228317,2.8443517984641113,2.900894653358721,-4.162964591556576,0.015541520108421402,-0.027655886108337326
qep,56,0.6282703549224906,-3.3300286106584998,0.03516642969748549,2.7884473111116947,2.848146004179565,-4.1888355976791285,0.01515010833358749,-0.01449422008922234
qep,57,0.6600722053923866,-3.30637761172993,0.03599309593842697,2.728173839064312,2.7914664275395276,-4.2126011870849105,0.014799235291635304,-0.0013427083515621663
qep,58,0.6719354410824205,-3.2867744953312528,0.0366927184099217,2.6683052065760267,2.7353746095526823,-4.2334773599846125,0.014497728019764762,-0.017501043386291
qep,59,0.6727826763973654,-3.2712299059501624,0.037256970385568446,2.6094886977250944,2.6804802454997643,-4.250534120055472,0.01425594724375928,-0.054287749803514876
qep,60,0.6298832663669149,-3.2600685206896753,0.037667360891635,2.5533727782446305,2.628312108091684,-4.265257783534308,0.014050483188936853,-0.07213698694598208
qep,61,0.6087061598661111,-3.2532158365487747,0.03792152014052714,2.5009339304281415,2.579752849023217,-4.278797156735363,0.013864160492474631,-0.09568826169448261
qep,62,0.6546984445958138,-3.25646231495445,0.03780090241252224,2.455521778506012,2.5378557720005195,-4.2893759693872635,0.013720301393458943,-0.126543676232746
qep,63,0.6387857477513889,-3.2670962687042073,0.03740844497789367,2.4160374971695355,2.501549530292709,-4.2979086281748256,0.013605356342579103,-0.13832714923677375
qep,64,0.6519398563022571,-3.28675834903083,0.03669330012850386,2.3819698874638093,2.4703181096552917,-4.3044159406449225,0.01351834317585632,-0.12623008856759685
qep,65,0.6441142662609616,-3.3112007005438704,0.035822981120617214,2.350621120945873,2.4416584987955323,-4.308228529047384,0.013467621720865977,-0.0924920174360234
qep,66,0.654556088333855,-3.341217663500302,0.034781869984277194,2.321635104388829,2.415228383282047,-4.310288109145499,0.01344030100325053,-0.04077295533709313
qep,67,0.6769638329783504,-3.371633771556253,0.033757256389232326,2.2913554846661435,2.3876917648548353,-4.311319185828853,0.01342664441879541,-0.005410944135684173
qep,68,0.6601269036699217,-3.39988973078347,0.032832031810465706,2.2564162955583966,2.3560128366267437,-4.311920411304048,0.013418687613445333,0.018144303684440685
qep,69,0.6481944109564184,-3.4227768585734264,0.032100930564240786,2.214666353426938,2.3182963176625906,-4.312582454604575,0.013409931385273311,0.027523430959783296
qep,70,0.6576939122323329,-3.4393018787860306,0.031583041581582594,2.1654838475507674,2.2740641579986014,-4.3129459507392625,0.0134051261935743,0.023267743283973352
qep,71,0.6530127696139724,-3.450374134508055,0.031240650696133153,2.109689113958512,2.224156136367746,-4.313193291972675,0.013401857482356038,0.007049852188122416
qep,72,0.6648788728698748,-3.456293137274943,0.03105911701621036,2.0472587476063535,2.1686692250928874,-4.312643617992919,0.013409122722895985,-0.01756877030451365
qep,73,0.6654326905252832,-3.459010816980032,0.03097611503645913,1.9794686466640654,2.1088662999595322,-4.311197006401732,0.013428261956616755,-0.04215481042633622
qep,74,0.6735393057592489,-3.460187242348643,0.030940253022978308,1.9076388194418612,2.0460349984887762,-4.3086792580259266,0.013461637969383622,-0.06258065918963168
qep,75,0.6697833984818257,-3.4618499920086814,0.030889635668758034,1.8337523358268244,1.9820109228316527,-4.305281391208467,0.013506812752616134,-0.07523410812205861
