"dataset","arm","use_gp","img_height","img_width","crop_height","crop_width","num_pieces_x","num_pieces_y","n_tiles","n_outlier_tiles","outlier_tiles","n_reverted_to_background","cleanup_rule","gp_beta1","gp_beta2","gp_nugget","n_labels_precleanup","n_labels_final","fg_fraction","t_recon_s","t_threshold_s","t_watershed_cleanup_s","t_total_s"
"whole_cell","B_nogp_canonical",FALSE,600,602,200,200,3,3,9,1,"4",0,"eliminate_small_areas(size_threshold=50)",NA,NA,NA,577,343,0.374410299003048,0,1.021,0.705,1.836
