"dataset","arm","use_gp","img_height","img_width","crop_height","crop_width","num_pieces_x","num_pieces_y","n_tiles","n_outlier_tiles","outlier_tiles","n_reverted_to_background","cleanup_rule","gp_beta1","gp_beta2","gp_nugget","n_labels_precleanup","n_labels_final","fg_fraction","t_recon_s","t_threshold_s","t_watershed_cleanup_s","t_total_s"
"whole_cell","D_paper_fastgp",TRUE,600,602,200,200,3,3,9,1,"7",0,"eliminate_small_areas(size_threshold=50)",38046968.0348505,37.9923051734968,0.0022514150548799,474,343,0.296979512735273,8.972,1.183,0.57,10.85
