"tile","i","j","x_offset","y_offset","h","w","pct_selected","abs_threshold","tile_max","n_connected","fg_fraction"
1,1,1,0,0,200,200,0.23,0.206865317247559,0.899414422815475,37,0.306824999999997
2,1,2,0,200,200,200,0.18,0.158912138219324,0.882845212329576,39,0.199349999999995
3,1,3,0,400,200,200,0.21,0.182484660999966,0.868974576190314,46,0.252525000000006
4,2,1,200,0,200,200,0.2,0.177132280291234,0.88566140145617,40,0.324350000000004
5,2,2,200,200,200,200,0.17,0.148357168207015,0.872689224747145,41,0.381000000000014
6,2,3,200,400,200,200,0.21,0.178860987791954,0.851718989485494,46,0.277750000000006
7,3,1,400,0,200,200,0.23,0.202167655215373,0.878989805284229,59,0.344625000000001
8,3,2,400,200,200,200,0.25,0.20410984317232,0.81643937268928,45,0.322524999999975
9,3,3,400,400,200,200,0.25,0.218510727837044,0.874042911348174,42,0.247924999999992
