"dataset","arm","use_gp","recon_source","n_outlier_tiles","fg_fraction","n_labels_precleanup","n_labels_final","t_recon_s","t_threshold_s","t_watershed_cleanup_s","t_total_s","cleanup_rule"
"whole_cell","D_robust_fastgp",TRUE,"/tmp/recon_robust_whole_cell.csv",1,0.352167774086353,493,337,NA,1.299,0.645,1.983,"eliminate_small_areas(size_threshold=50)"
