arm,label,is_probe,power,seed,sigma,rmse,rel_l1,rel_l2,rel_linf,edge_band_rmse,interior_rmse,edge_interior_ratio,edge_band_px,edge_sharpness_ratio,grad_rmse_band,grad_corr,boundary_precision,boundary_recall,boundary_f1,pred_boundary_px,true_boundary_px,fg_iou_fixed_thr,boundary_f1_otsu,fg_iou_otsu,otsu_threshold,invalid,runtime_s,final_loss,n_iters,lengthscale_0,lengthscale_1,outputscale,noise,n_nonfinite_loss,n_cholesky_retries,failed,failure_reason,inference,num_inducing,init_lengthscale,init_noise,lr,nu,dtype,n_train,loss_first,loss_min,tail_improve_frac,converged
qep_q1p5,q=1.5,0,1.5,2,0.25,0.12368050332393248,0.5568205840476328,0.36873269455903,0.5780574281822601,0.1748880566080066,0.09374724755326672,1.8655273746425045,1223,1.1752693259765778,0.8488747979600304,0.8772529651753344,0.9673469387755103,1.0,0.9834024896265561,245,225,0.9195402298850575,0.9914529914529915,0.9324324324324325,0.4326455728605136,0.0,185.19901585578918,0.2569833532692152,400,0.06756567155552383,0.05504062871724871,0.04038584267732434,0.003660216883145017,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,1.3760627447303113,0.225532489065573,0.016173708627713126,0.0
qep_q1p2,q=1.2,0,1.2,2,0.25,0.1389889352554492,0.6552197009312762,0.4143722190101679,0.5999132791656705,0.1714742472118404,0.12257510488789726,1.3989320863209909,1223,1.2961912774408046,0.807207497992272,0.8610313834471089,0.9266409266409267,1.0,0.9619238476953909,259,225,0.9226973684210527,0.9813664596273292,0.9324324324324325,0.44255827058166425,0.0,250.71560287475586,0.9038653495393589,400,0.13639653390826476,0.10954955359920002,0.20617376976400256,0.00015411463531146948,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,1.8692022552027072,0.392529289161454,-0.03119574349988094,1.0
qep_q1p0,q=1.0,0,1.0,2,0.25,0.12228491824584697,0.5296563520754304,0.3645719915177345,0.5383084428862293,0.1837072633891338,0.08338410621865788,2.20314484042557,1223,1.130462202493919,0.9500156806279704,0.8574964453091416,0.9915966386554622,1.0,0.9957805907172996,238,225,0.9148936170212766,0.9956896551724138,0.924496644295302,0.42966089706529464,0.0,201.46793174743652,0.6477061499800763,400,0.22669552804269166,0.23604436617067792,0.19975303949364667,0.00011104576208608047,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,2.2067897438607744,0.5957617818847996,0.009198575658484441,1.0
gp_control,GP control,0,,2,0.25,0.12026205186760276,0.4894102619809611,0.35854115439840883,0.5319971557216859,0.19704054306417762,0.06397153793240815,3.080128279429036,1223,1.0023717039588733,1.0870292868567062,0.8309778419206825,1.0,1.0,1.0,237,225,0.901294498381877,1.0,0.9105960264900662,0.40968942528831265,0.0,158.17899799346924,0.21751356841486813,400,0.058842801132868106,0.058027748101590594,0.08068277775190227,0.07359229038876951,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,0.614098683277055,0.20745948524936686,-0.0077873565366316806,1.0
identity_noisy,no smoothing,0,,3,0.25,0.250549336426502,1.2101275321874758,0.746970860059915,0.9716138177602698,0.25036648139110185,0.2506271350346188,0.9989599943219198,1223,1.4847990775818414,1.07673964499339,0.7420828833809795,0.3123924268502582,1.0,0.4760655737704918,1162,225,0.6137387387387387,0.47378640776699027,0.6100558659217877,0.38148445020160626,0.0,0.0,,0,,,,,0,0,0,,exact,,,,,,,,,,,
qep_q3p0,q=3.0 (probe),1,3.0,3,0.25,0.14714170071817329,0.7097658211253587,0.4386783230151339,0.6015681972818071,0.16990524552968184,0.13630277341264765,1.246528161355198,1223,1.2062783204681544,0.8291339506783022,0.8231335018809443,0.8163934426229508,1.0,0.8989169675090252,305,225,0.9269102990033222,0.93359375,0.9418803418803419,0.4329898164268305,0.0,157.32484197616577,0.2680897885860718,400,0.017223261119937015,0.018369255074537516,1.467438771754976,0.6506823609329334,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,2.2389331467074154,0.2622464165863505,0.001214805550003067,1.0
qep_q2p0,q=2.0,0,2.0,3,0.25,0.12398703567892558,0.49947069224353363,0.36964656940743756,0.5232829169530137,0.20649053458882033,0.06136921448438746,3.364725071417563,1223,0.9684998248975841,1.1387199141988205,0.809827372974787,1.0,1.0,1.0,232,225,0.888,1.0,0.9024793388429752,0.4074629743617054,0.0,157.84960889816284,0.20829900957497605,400,0.06201367420303998,0.0628313184666907,0.08413584723771571,0.07389581924300619,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,0.6088072117706802,0.2056363647450825,0.002177957110463496,1.0
qep_q1p8,q=1.8,0,1.8,3,0.25,0.12480287618647662,0.5015674167718543,0.37207886116397904,0.5259727114360488,0.20801670686890045,0.06153261316907749,3.3805927646420333,1223,0.9750748420226083,1.1542868736833594,0.8013990405177829,1.0,1.0,1.0,233,225,0.8849840255591054,1.0,0.8952536824877251,0.4052086045957998,0.0,158.40453791618347,0.21441360680326216,400,0.07262238756860041,0.07465904899224692,0.05257045338281828,0.029495613703821925,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,0.8988137399935123,0.19971424284251793,-0.0077762606195751,1.0
qep_q1p5,q=1.5,0,1.5,3,0.25,0.13041880480898896,0.6001271313856915,0.3888218112472801,0.514752389379361,0.17915551444539263,0.10289046874335245,1.741225563781558,1223,1.1744726700806911,0.854040846220818,0.8564646149096109,0.9561752988047809,1.0,0.9775967413441955,251,225,0.9159802306425041,1.0,0.935042735042735,0.4394905143422266,0.0,186.60984706878662,0.26827658111515196,400,0.06783572743857322,0.06555466256013766,0.08961056324682247,0.003195708287930287,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,1.3765322224553123,0.19887802949127353,0.02991883088697532,0.0
qep_q1p2,q=1.2,0,1.2,3,0.25,0.12858208928364223,0.5771442988085645,0.38334595170112606,0.5343776049461806,0.1888594824820445,0.09158611244827128,2.062097379542277,1223,1.1287909856234464,0.9559006933252802,0.8403214557165737,0.9875518672199171,1.0,0.9937369519832986,241,225,0.9011345218800648,1.0,0.9271186440677966,0.43397565739509814,0.0,188.97718787193298,-0.03271491569724283,400,0.2149704094296693,0.2701409707692021,0.4774346318073283,0.00012015015730818451,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,1.874906418638839,-0.07375284072787913,0.15708927516285986,0.0
qep_q1p0,q=1.0,0,1.0,3,0.25,0.1258428976547953,0.5528794492720475,0.37517951088730683,0.5137247686738943,0.19077602526278323,0.08417067593392463,2.2665378784951846,1223,1.1003922517714828,0.9892877033095138,0.8388462939444861,1.0,1.0,1.0,235,225,0.9042207792207793,1.0,0.9271186440677966,0.42930417089290407,0.0,188.79688024520874,0.5762137684948674,400,0.2370363931579762,0.25930471239428216,0.2912934527915724,0.00011026364938912837,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,2.2099019993589675,0.36868614970466984,-0.005121593035232804,1.0
gp_control,GP control,0,,3,0.25,0.12388804728085456,0.4994068196792765,0.3693514520868425,0.521932010303361,0.2061545939264513,0.06156467617836485,3.3485856943222005,1223,0.9702014826741685,1.1362546114735639,0.8106619476990832,1.0,1.0,1.0,232,225,0.888,1.0,0.900990099009901,0.40678718063778396,0.0,156.1949610710144,0.20969650695220876,400,0.06167486158077344,0.06280827317110185,0.08486637764404542,0.07369298113489699,0,0,0,,exact,0.0,0.04,0.25,0.02,2.5,float64,4096.0,0.6167755006832076,0.20441843558358608,-0.005150970513412794,1.0
