dataset,image,region_class,site_r,site_c,site_size,n_query,S1_mean,base_grad_raw,base_grad_fastgp,base_grad_dist,S2_mean_q2.0,S2_se_q2.0,S3_p90_q2.0,S3_p90_se_q2.0,S3_p95_q2.0,S3_p95_se_q2.0,S3_p99_q2.0,S3_p99_se_q2.0,S2_mean_q1.5,S2_se_q1.5,S3_p90_q1.5,S3_p90_se_q1.5,S3_p95_q1.5,S3_p95_se_q1.5,S3_p99_q1.5,S3_p99_se_q1.5
nuclei,nuclei_figure_1,A_merged_interface,1017,312,47,81,2.209187231535346,4.81166799112936,2.083634003994047,0.8755922317361446,2.323654371906132,0.004280250669198992,0.0034179012345679004,0.00010029648196929786,0.0001154320987654321,1.3663494397009168e-05,0.0,0.0,2.397938741962541,0.005330095970446677,0.007907407407407406,0.0003601515226238595,0.001039506172839506,0.00011243007544070471,7.407407407407408e-06,4.357627230280613e-06
nuclei,nuclei_figure_1,A_merged_interface,46,300,44,81,2.1014769077538094,5.287853748498875,2.0799012717910474,0.8490906488376816,2.22660125048753,0.004239474763785444,0.0003617283950617284,5.2215077576973356e-05,1.851851851851852e-06,1.4901962034658106e-06,0.0,0.0,2.303972110933086,0.005286130028496089,0.0037160493827160493,0.0002986739233989835,0.0003777777777777777,8.533590753678804e-05,1.234567901234568e-06,1.2345370366512249e-06
nuclei,nuclei_figure_1,A_merged_interface,779,142,40,81,3.076979682895697,5.777012054587719,2.7118917962931697,0.8113135404829478,3.169242595171171,0.004320254976022669,0.14196481481481482,0.0008489759607414572,0.03560679012345679,0.0005351433359378875,2.2839506172839506e-05,1.124814727805906e-05,3.2286868614141326,0.005412863205626158,0.14756358024691357,0.0010932242186357521,0.045004938271604934,0.0007140098937215481,0.0009716049382716049,0.00010114300978471727
nuclei,nuclei_figure_1,A_merged_interface,354,954,38,81,5.696201421336323,8.118063019547765,5.288321378971359,0.9955195663686905,5.734766246168808,0.004468531683670824,0.5557506172839507,0.0016837384880555365,0.3475956790123457,0.001352235297644339,0.12241913580246912,0.0006331390569997381,5.760206878836388,0.005682341265363644,0.5619351851851853,0.0019659214009881834,0.35889567901234565,0.0017261670691084065,0.1279574074074074,0.000913356137956105
nuclei,nuclei_figure_1,A_merged_interface,121,841,37,81,3.1378658328820133,4.973191141704303,2.957606206788571,0.7866849660597767,3.230992923472932,0.004421481718776192,0.07521975308641976,0.0010309888326492643,0.006241975308641976,0.00028969207403774325,0.0,0.0,3.2885404714343327,0.0055616902878482454,0.09140802469135802,0.001322472991969006,0.018087037037037037,0.0006096012835315028,0.0002487654320987654,6.307188102953381e-05
nuclei,nuclei_figure_1,A_merged_interface,113,765,36,81,3.034329613247937,6.028812044117445,2.975101328451224,0.9020487124925619,3.1158621396122497,0.004471433493855421,0.023821604938271606,0.0006498255362193354,0.0007450617283950617,0.00010409470217631474,0.0,0.0,3.1693292934870487,0.005600154595921133,0.04365987654320987,0.0010515804482156296,0.006756172839506173,0.0004058632547166734,6.419753086419753e-05,3.02698029244103e-05
nuclei,nuclei_figure_1,A_merged_interface,1031,407,35,81,3.8681747460310696,6.169326562787478,3.820657129202441,0.8548750960063424,3.933092440929797,0.00438261930195334,0.18340061728395066,0.001155250299736501,0.07258148148148147,0.0006264598649640025,0.0028512345679012345,8.335801987433793e-05,3.975129401948573,0.005542899706613383,0.19777901234567902,0.001536738706977365,0.08332098765432099,0.0009570510213994101,0.00567037037037037,0.00020662883898685713
nuclei,nuclei_figure_1,B_separated_interface,1032,386,86,81,2.2499997615220484,5.67481160179769,1.852344985510075,0.792229008315891,2.3813704885521,0.00427109366549222,0.004207407407407407,0.0002092866402740248,4.506172839506172e-05,1.5761548255596782e-05,0.0,0.0,2.4597265525034704,0.005340109294645875,0.013386419753086418,0.0005109905979464748,0.001720987654320988,0.00016866315561105352,1.1111111111111112e-05,8.822177466127952e-06
nuclei,nuclei_figure_1,B_separated_interface,862,289,61,81,2.6008146645347057,5.79619755184744,2.512692550676917,0.4553808680496574,2.7104001627600054,0.004233268750327304,0.004594444444444444,0.00023357282390771937,7.098765432098765e-05,1.9736928153677744e-05,0.0,0.0,2.7759132968580262,0.005315114954861081,0.01566358024691358,0.0006164755751114901,0.00187037037037037,0.00019811907874062474,8.641975308641977e-06,7.195321850514466e-06
nuclei,nuclei_figure_1,B_separated_interface,1082,336,56,81,1.6699283995950638,5.933159968431421,1.5369260870470467,0.7472908565475505,1.9253274966549678,0.0038650146847387765,0.05225123456790124,0.0003374692688926049,0.015006172839506173,0.00020279893314490108,2.7777777777777782e-05,6.2071043324536e-06,2.0374762036158405,0.004977845806932206,0.05532901234567902,0.00045973576118844926,0.018515432098765435,0.00028401883391349693,0.0004975308641975309,4.466468004036112e-05
