dataset,image,gt_id_1,gt_id_2,merged,interface_len_px,local_contrast,n_query_on_band,S1,base_grad_raw,base_grad_fastgp,base_grad_dist,S2_q2.0,S3_p90_q2.0,S3_p95_q2.0,S3_p99_q2.0,S2_q1.5,S3_p90_q1.5,S3_p95_q1.5,S3_p99_q1.5
nuclei,nuclei_figure_1,149,154,False,52,11.009862227324902,32,1.8797477655026813,8.314533009869834,1.7211586512812942,0.6481877132418622,2.059490788979412,0.0110859375,0.0008156249999999999,0.0,2.1553727913113843,0.0165703125,0.0029796875,3.28125e-05
nuclei,nuclei_figure_1,164,165,True,92,2.711670480549202,30,4.146109313834404,8.953603967892096,3.6806579709714033,0.8999084905897669,4.19827471885089,0.1715283333333333,0.02009833333333333,1.6666666666666667e-06,4.232591357105214,0.19307166666666667,0.04055666666666668,0.0006200000000000001
nuclei,nuclei_figure_1,165,170,True,83,4.660181979049469,30,3.9181082118351074,5.328796497527578,3.8718872415268826,0.9143574327799341,3.9827603407880736,0.22641166666666665,0.09259,0.0012283333333333334,4.025419649148572,0.23682166666666665,0.10328666666666668,0.004715
nuclei,nuclei_figure_1,176,188,False,19,14.629072681704258,19,2.669594053523618,4.703286147413918,2.529690093199047,0.8276181585874648,2.7911076184656864,0.02246842105263158,0.0010026315789473683,0.0,2.855673256018921,0.034613157894736846,0.005663157894736842,4.210526315789474e-05
nuclei,nuclei_figure_1,181,184,False,49,9.653817082388514,26,2.919123061927787,8.089185462939822,2.6022485209898654,0.9099917247271498,3.0163141775533933,0.05160384615384615,0.004678846153846154,0.0,3.0755739138655356,0.06499038461538462,0.012605769230769233,0.00017692307692307693
nuclei,nuclei_figure_1,198,204,True,64,9.305254337539424,18,1.599032060517042,5.577884214097747,1.714251034142248,0.9131471069316555,1.7776019819688516,2.777777777777778e-06,0.0,0.0,1.8785149298737929,0.0010138888888888888,6.666666666666666e-05,0.0
nuclei,nuclei_figure_1,205,207,False,18,7.7810212907518235,18,2.239841069246032,5.147043685632315,2.13127172120234,0.8950116912542381,2.3632709442913664,0.004019444444444444,5.277777777777777e-05,0.0,2.44093545735969,0.011636111111111111,0.0015500000000000002,1.111111111111111e-05
nuclei,nuclei_figure_1,209,215,True,64,6.605654761904759,22,2.1834994984003497,7.6807103770083645,2.0416752430743874,0.8520377360288411,2.2998810959512705,9.772727272727273e-05,2.2727272727272728e-06,0.0,2.373537934340979,0.0027704545454545456,0.00024318181818181817,0.0
nuclei,nuclei_figure_1,226,227,True,40,10.346002386634837,31,2.0308496207499114,5.312414489992618,1.916578913045137,0.6978119629677433,2.16533103595748,0.0004064516129032258,8.064516129032258e-06,0.0,2.2472821562978456,0.004362903225806452,0.00043225806451612896,1.6129032258064516e-06
nuclei,nuclei_figure_1,230,235,True,71,12.803006500541727,31,3.3310626109227623,6.667759716117379,2.711735943039257,0.9029810663169758,3.414806004092227,0.15470483870967744,0.03842741935483871,3.387096774193549e-05,3.4705296118487157,0.16486290322580643,0.04971935483870967,0.0012000000000000001
nuclei,nuclei_figure_1,235,237,True,59,0.14515428074750503,28,2.1618143069117637,4.1829891658803495,1.7916033615632323,0.9294345772297029,2.277157171608452,0.0071678571428571425,0.0002928571428571429,0.0,2.3534459235851566,0.013126785714285714,0.00205,1.25e-05
nuclei,nuclei_figure_1,237,250,False,29,11.31402334136078,27,4.0172374381882685,5.682024892666175,3.652423901827319,0.5780359823262692,4.074167249140764,0.23679814814814815,0.0653962962962963,9.62962962962963e-05,4.113975624547226,0.24888518518518518,0.08110925925925926,0.0021537037037037037
nuclei,nuclei_figure_1,240,245,False,46,12.6935523715415,20,2.090598897068533,6.147046663245441,2.0771687415738724,0.5035533905932738,2.278589328253966,0.0066375,0.00010499999999999999,0.0,2.369506823114742,0.015455000000000002,0.0019525,9.999999999999999e-06
nuclei,nuclei_figure_1,263,268,False,48,11.36653194765205,31,2.359393010959193,4.654630787675817,2.2047885560360845,0.04838709677419355,2.505963370524441,0.05113064516129031,0.009111290322580644,9.677419354838709e-06,2.5865955353172745,0.05878548387096775,0.01470806451612903,0.00030161290322580647
nuclei,nuclei_figure_1,271,276,False,25,9.869521410579353,20,1.6987096691260142,4.0416497698362495,1.6010915122418392,0.175,1.8483338540302914,0.0,0.0,0.0,1.9421955838966565,0.0006575,4.4999999999999996e-05,0.0
