dataset,image,gt_id_1,gt_id_2,merged,pred_id_1,pred_id_2,interface_len_px,area_1,area_2,centroid_r,centroid_c,iface_mean_intensity,cell_mean_intensity,local_contrast,iface_fg_coverage,pair_fg_coverage
nuclei,nuclei_figure_1,307,315,False,675,690,48,801,592,1080.5625,202.08333333333334,187.47916666666666,198.96482412060303,11.48565745393637,0.8541666666666666,0.9454414931801867
nuclei,nuclei_figure_1,308,310,False,683,687,33,716,1007,1078.7878787878788,427.54545454545456,194.78787878787878,198.81717933836333,4.02930055048455,0.9696969696969697,0.8676726639582124
nuclei,nuclei_figure_1,312,317,False,688,698,38,896,727,1098.2894736842106,342.2894736842105,192.07894736842104,189.5656192236599,-2.5133281447611466,0.9736842105263158,0.7344423906346272
nuclei,nuclei_figure_1,313,315,False,693,690,28,748,592,1093.2857142857142,220.78571428571428,187.21428571428572,194.05223880597015,6.837953091684426,0.9642857142857143,0.8298507462686567
nuclei,nuclei_figure_1,318,323,False,699,709,31,773,440,1114.3870967741937,161.3548387096774,198.80645161290323,210.87386644682604,12.067414833922811,1.0,0.9901071723000825
nuclei,nuclei_figure_1,327,328,True,76,76,36,682,391,113.30555555555556,765.1666666666666,208.52777777777777,198.27679403541472,-10.250983742363047,1.0,0.8191985088536813
whole_cell,whole_cell_figure_1,1,12,True,2,2,44,325,135,11.0,329.5,103.0909090909091,102.35,-0.7409090909090992,0.8863636363636364,0.7978260869565217
whole_cell,whole_cell_figure_1,2,15,False,3,18,41,199,380,10.21951219512195,417.5365853658537,83.26829268292683,102.12953367875647,18.861240995829647,0.926829268292683,0.8739205526770294
whole_cell,whole_cell_figure_1,4,7,False,5,19,23,135,286,6.391304347826087,556.8695652173913,60.78260869565217,78.44655581947744,17.663947123825267,0.8260869565217391,0.7719714964370546
whole_cell,whole_cell_figure_1,6,20,False,10,20,19,267,246,16.526315789473685,279.2631578947368,45.578947368421055,82.21832358674465,36.63937621832359,0.21052631578947367,0.6900584795321637
whole_cell,whole_cell_figure_1,7,21,True,19,19,47,286,233,18.0,559.7446808510638,64.38297872340425,79.07514450867052,14.692165785266269,0.7021276595744681,0.7707129094412332
