dataset,image,gt_id_1,gt_id_2,merged,pred_id_1,pred_id_2,interface_len_px,area_1,area_2,centroid_r,centroid_c,iface_mean_intensity,cell_mean_intensity,local_contrast,iface_fg_coverage,pair_fg_coverage
whole_cell,whole_cell_figure_1,153,159,True,152,152,19,132,188,224.26315789473685,228.52631578947367,72.36842105263158,96.065625,23.697203947368422,0.7894736842105263,0.78125
whole_cell,whole_cell_figure_1,154,161,True,159,159,26,265,146,228.19230769230768,295.6923076923077,65.6923076923077,66.77615571776155,1.083848025453861,0.7307692307692307,0.6253041362530414
whole_cell,whole_cell_figure_1,157,166,False,161,169,22,377,156,242.13636363636363,177.13636363636363,62.40909090909091,96.09943714821763,33.690346239126725,0.5,0.7204502814258912
whole_cell,whole_cell_figure_1,158,180,False,170,181,10,515,297,263.1,509.1,44.6,77.85960591133005,33.25960591133005,0.0,0.6490147783251231
whole_cell,whole_cell_figure_1,159,164,False,152,167,9,188,121,231.88888888888889,246.11111111111111,41.55555555555556,80.75080906148867,39.19525350593311,0.1111111111111111,0.6634304207119741
whole_cell,whole_cell_figure_1,160,378,False,164,153,4,274,270,219.5,368.5,55.25,90.05698529411765,34.80698529411765,0.5,0.7150735294117647
whole_cell,whole_cell_figure_1,162,380,False,168,158,37,360,312,230.02702702702703,432.7837837837838,90.8108108108108,91.33779761904762,0.5269868082368134,0.8648648648648649,0.7782738095238095
whole_cell,whole_cell_figure_1,163,167,True,171,171,37,196,227,242.40540540540542,397.64864864864865,80.78378378378379,104.61229314420804,23.82850936042425,0.8108108108108109,0.8463356973995272
whole_cell,whole_cell_figure_1,165,171,False,453,175,23,222,393,247.08695652173913,578.3478260869565,31.47826086956522,72.6910569105691,41.212796041003884,0.0,0.5869918699186992
whole_cell,whole_cell_figure_1,165,175,False,453,189,15,222,687,251.66666666666666,562.0666666666667,42.666666666666664,70.62376237623762,27.957095709570957,0.06666666666666667,0.6072607260726073
whole_cell,whole_cell_figure_1,167,173,True,171,171,26,227,162,251.34615384615384,389.65384615384613,92.76923076923077,107.98971722365039,15.220486454419614,0.8461538461538461,0.8637532133676092
whole_cell,whole_cell_figure_1,167,174,True,171,171,37,227,134,251.9189189189189,404.1621621621622,98.97297297297297,110.75623268698061,11.783259714007642,0.8648648648648649,0.8559556786703602
whole_cell,whole_cell_figure_1,170,177,True,178,178,27,280,122,258.3333333333333,279.44444444444446,74.85185185185185,71.58457711442786,-3.267274737423989,0.7777777777777778,0.6716417910447762
whole_cell,whole_cell_figure_1,170,181,True,178,178,21,280,146,264.42857142857144,287.8095238095238,86.9047619047619,77.81924882629107,-9.085513078470825,0.9047619047619048,0.6737089201877934
whole_cell,whole_cell_figure_1,176,187,False,177,183,10,246,219,270.9,431.9,28.6,74.72688172043011,46.12688172043011,0.0,0.5870967741935483
whole_cell,whole_cell_figure_1,177,181,True,178,178,28,122,146,265.85714285714283,276.35714285714283,98.78571428571429,98.70149253731343,-0.08422174840086427,0.8571428571428571,0.7574626865671642
whole_cell,whole_cell_figure_1,178,187,False,180,183,18,323,219,273.3888888888889,442.6111111111111,57.22222222222222,80.88191881918819,23.659696596965965,0.5555555555555556,0.6199261992619927
whole_cell,whole_cell_figure_1,179,182,True,185,185,32,375,218,275.8125,179.6875,85.46875,89.13827993254637,3.669529932546368,0.71875,0.7116357504215851
whole_cell,whole_cell_figure_1,180,184,False,181,195,26,297,360,277.4230769230769,511.4230769230769,44.57692307692308,73.98782343987824,29.41090036295516,0.15384615384615385,0.6270928462709284
whole_cell,whole_cell_figure_1,183,193,False,188,201,24,394,266,286.9166666666667,460.5833333333333,64.08333333333333,80.77575757575758,16.692424242424252,0.875,0.7212121212121212
whole_cell,whole_cell_figure_1,189,198,False,191,206,15,351,552,291.46666666666664,70.73333333333333,78.4,97.82281284606866,19.422812846068652,0.8,0.8128460686600222
whole_cell,whole_cell_figure_1,191,199,False,194,204,8,200,294,296.0,377.5,64.125,95.11133603238866,30.986336032388664,1.0,0.8461538461538461
whole_cell,whole_cell_figure_1,193,202,True,201,201,43,266,195,301.69767441860466,451.95348837209303,66.25581395348837,80.6290672451193,14.373253291630931,0.7906976744186046,0.7722342733188721
whole_cell,whole_cell_figure_1,194,395,True,199,199,41,344,227,292.6585365853659,552.6341463414634,54.78048780487805,78.51313485113836,23.73264704626031,0.4146341463414634,0.7302977232924693
whole_cell,whole_cell_figure_1,194,396,True,199,199,36,344,340,296.6111111111111,569.9444444444445,89.36111111111111,78.26608187134502,-11.095029239766092,0.9444444444444444,0.7485380116959064
whole_cell,whole_cell_figure_1,199,200,False,204,205,12,294,133,300.5,357.5,97.0,99.80093676814988,2.8009367681498816,0.9166666666666666,0.8735362997658079
whole_cell,whole_cell_figure_1,199,203,False,204,205,11,294,236,307.1818181818182,358.54545454545456,67.63636363636364,104.66037735849056,37.024013722126924,1.0,0.8867924528301887
whole_cell,whole_cell_figure_1,200,203,True,205,205,42,133,236,302.95238095238096,347.54761904761904,114.21428571428571,109.11382113821138,-5.10046457607433,0.9523809523809523,0.8753387533875339
whole_cell,whole_cell_figure_1,205,217,True,224,224,35,295,317,323.77142857142854,416.0857142857143,79.14285714285714,97.43954248366013,18.296685340802995,1.0,0.9133986928104575
whole_cell,whole_cell_figure_1,206,208,False,210,212,18,194,432,311.6111111111111,507.6111111111111,61.44444444444444,88.3626198083067,26.91817536386226,0.7777777777777778,0.8019169329073482
whole_cell,whole_cell_figure_1,206,213,False,210,223,8,194,439,318.5,522.0,46.0,94.14849921011059,48.148499210110586,0.0,0.8530805687203792
whole_cell,whole_cell_figure_1,207,212,True,214,214,63,310,315,320.57142857142856,161.31746031746033,121.39682539682539,107.2896,-14.107225396825399,0.873015873015873,0.8464
whole_cell,whole_cell_figure_1,209,390,True,213,213,40,127,162,319.1,250.175,91.225,93.89273356401384,2.6677335640138438,0.95,0.8235294117647058
whole_cell,whole_cell_figure_1,214,217,False,220,224,46,300,317,334.5,397.5,60.47826086956522,98.11021069692059,37.63194982735537,0.5869565217391305,0.8816855753646677
whole_cell,whole_cell_figure_1,217,224,False,224,229,45,317,236,339.0888888888889,407.8888888888889,87.68888888888888,102.15189873417721,14.463009845288326,0.8444444444444444,0.891500904159132
whole_cell,whole_cell_figure_1,218,223,True,227,227,8,163,233,335.5,210.0,90.375,104.33333333333333,13.958333333333329,1.0,0.9368686868686869
whole_cell,whole_cell_figure_1,218,388,False,227,221,24,163,191,333.75,218.25,78.0,98.86440677966101,20.86440677966101,0.9583333333333334,0.8757062146892656
whole_cell,whole_cell_figure_1,220,394,False,226,249,12,163,261,348.0,564.5,55.583333333333336,73.66745283018868,18.084119496855344,0.5,0.6698113207547169
whole_cell,whole_cell_figure_1,221,226,False,228,231,18,116,255,340.5,544.0,76.16666666666667,99.90296495956873,23.736298292902063,0.9444444444444444,0.862533692722372
whole_cell,whole_cell_figure_1,221,227,False,228,238,36,116,320,341.3611111111111,552.3611111111111,106.83333333333333,99.78899082568807,-7.044342507645254,1.0,0.9151376146788991
whole_cell,whole_cell_figure_1,222,224,True,229,229,65,277,236,348.44615384615383,412.2307692307692,86.6,98.11695906432749,11.516959064327494,0.8153846153846154,0.8557504873294347
whole_cell,whole_cell_figure_1,222,236,False,229,246,38,277,190,360.3157894736842,412.8157894736842,58.026315789473685,88.88436830835117,30.858052518877486,0.631578947368421,0.8351177730192719
whole_cell,whole_cell_figure_1,223,388,False,227,221,8,233,191,337.125,215.5,102.375,105.84433962264151,3.469339622641513,1.0,0.9080188679245284
whole_cell,whole_cell_figure_1,225,240,True,244,244,57,529,232,365.64912280701753,455.6666666666667,121.35087719298245,112.09724047306176,-9.253636719920692,1.0,0.9342969776609724
whole_cell,whole_cell_figure_1,226,227,False,231,238,29,255,320,350.2758620689655,543.0344827586207,64.44827586206897,96.34434782608696,31.89607196401799,0.5862068965517241,0.8747826086956522
whole_cell,whole_cell_figure_1,227,394,False,238,249,28,320,261,358.92857142857144,551.9285714285714,65.32142857142857,84.17211703958692,18.850688468158353,0.8214285714285714,0.774526678141136
whole_cell,whole_cell_figure_1,230,384,False,237,233,4,337,143,352.0,135.5,91.25,102.07291666666667,10.822916666666671,1.0,0.7916666666666666
whole_cell,whole_cell_figure_1,231,235,True,241,241,59,401,488,362.77966101694915,341.54237288135596,84.50847457627118,89.10011248593926,4.59163790966808,1.0,0.8143982002249719
whole_cell,whole_cell_figure_1,232,235,False,239,241,24,313,488,362.0833333333333,353.4166666666667,90.66666666666667,88.85518102372035,-1.811485642946323,0.7916666666666666,0.8164794007490637
whole_cell,whole_cell_figure_1,233,234,False,240,243,9,302,378,359.55555555555554,239.66666666666666,44.888888888888886,85.72058823529412,40.83169934640523,0.2222222222222222,0.7191176470588235
whole_cell,whole_cell_figure_1,234,239,True,243,243,55,378,126,364.4909090909091,215.1090909090909,102.0,95.375,-6.625,0.9090909090909091,0.7916666666666666
whole_cell,whole_cell_figure_1,235,247,False,241,251,37,488,250,380.81081081081084,322.43243243243245,65.5945945945946,78.210027100271,12.61543250567641,0.6756756756756757,0.7452574525745257
whole_cell,whole_cell_figure_1,238,394,True,249,249,38,267,261,365.44736842105266,556.6052631578947,77.73684210526316,79.06628787878788,1.3294457735247107,0.7631578947368421,0.6761363636363636
whole_cell,whole_cell_figure_1,239,241,False,243,248,13,126,247,371.3076923076923,224.53846153846155,59.61538461538461,93.57640750670241,33.961022891317796,0.5384615384615384,0.7962466487935657
whole_cell,whole_cell_figure_1,240,245,True,244,244,37,232,401,376.64864864864865,459.4054054054054,84.21621621621621,104.38862559241706,20.172409376200847,1.0,0.909952606635071
whole_cell,whole_cell_figure_1,242,252,True,254,254,30,469,151,390.56666666666666,364.43333333333334,60.8,84.03709677419354,23.237096774193546,0.8,0.7419354838709677
whole_cell,whole_cell_figure_1,245,261,False,244,267,11,401,139,401.6363636363636,448.6363636363636,60.54545454545455,94.77592592592593,34.230471380471386,0.7272727272727273,0.8314814814814815
whole_cell,whole_cell_figure_1,246,264,False,255,271,16,325,197,409.5,518.0,64.25,87.70689655172414,23.456896551724142,0.5625,0.8045977011494253
whole_cell,whole_cell_figure_1,246,394,False,255,249,12,325,261,375.75,546.6666666666666,64.91666666666667,76.39761092150171,11.480944254835038,0.75,0.7218430034129693
whole_cell,whole_cell_figure_1,247,254,False,251,263,36,250,335,393.0833333333333,314.6111111111111,36.638888888888886,69.25811965811965,32.61923076923077,0.0,0.576068376068376
whole_cell,whole_cell_figure_1,248,251,False,256,260,25,221,335,395.68,412.44,53.04,76.71043165467626,23.670431654676257,0.4,0.6654676258992805
whole_cell,whole_cell_figure_1,250,258,True,257,257,31,211,165,396.2258064516129,14.516129032258064,88.38709677419355,84.24202127659575,-4.1450754975978015,0.7741935483870968,0.6702127659574468
whole_cell,whole_cell_figure_1,252,257,False,254,265,27,151,293,397.8888888888889,352.85185185185185,68.96296296296296,89.93693693693693,20.97397397397397,0.8148148148148148,0.8108108108108109
whole_cell,whole_cell_figure_1,253,256,False,262,264,57,214,238,398.82456140350877,279.57894736842104,59.12280701754386,69.95796460176992,10.835157584226053,0.47368421052631576,0.6283185840707964
whole_cell,whole_cell_figure_1,253,262,False,262,269,18,214,187,403.3888888888889,257.6111111111111,56.05555555555556,78.29675810473816,22.241202549182603,0.6111111111111112,0.7107231920199502
whole_cell,whole_cell_figure_1,265,270,False,272,277,17,312,228,420.1764705882353,385.94117647058823,47.705882352941174,85.24074074074075,37.534858387799574,0.11764705882352941,0.7240740740740741
whole_cell,whole_cell_figure_1,267,274,False,276,280,11,365,215,425.0,97.72727272727273,66.0,84.19827586206897,18.198275862068968,0.7272727272727273,0.7103448275862069
whole_cell,whole_cell_figure_1,267,386,True,276,276,32,365,184,427.46875,117.5625,97.59375,86.88888888888889,-10.704861111111114,1.0,0.7176684881602914
whole_cell,whole_cell_figure_1,268,276,True,279,279,63,410,348,427.92063492063494,20.174603174603174,109.96825396825396,109.54353562005277,-0.42471834820119625,0.8095238095238095,0.8218997361477572
whole_cell,whole_cell_figure_1,269,275,True,286,286,42,189,238,427.2142857142857,357.2142857142857,54.142857142857146,87.21077283372365,33.067915690866506,0.47619047619047616,0.765807962529274
whole_cell,whole_cell_figure_1,274,386,False,280,276,12,215,184,434.0,99.58333333333333,100.41666666666667,88.7844611528822,-11.63220551378447,1.0,0.7017543859649122
whole_cell,whole_cell_figure_1,278,283,True,294,294,27,164,303,442.22222222222223,454.962962962963,78.18518518518519,94.49250535331906,16.30732016813387,0.7777777777777778,0.7922912205567452
whole_cell,whole_cell_figure_1,282,292,True,297,297,54,220,360,450.2962962962963,511.72222222222223,64.75925925925925,81.53448275862068,16.77522349936143,0.8148148148148148,0.7482758620689656
whole_cell,whole_cell_figure_1,284,296,False,293,306,37,320,430,454.64864864864865,84.89189189189189,34.648648648648646,86.32266666666666,51.67401801801802,0.05405405405405406,0.7053333333333334
whole_cell,whole_cell_figure_1,285,291,False,296,302,25,160,241,454.32,347.56,62.84,88.46882793017457,25.628827930174566,0.72,0.7481296758104738
whole_cell,whole_cell_figure_1,288,300,False,298,310,32,241,213,458.28125,476.8125,46.78125,89.0,42.21875,0.25,0.7995594713656388
whole_cell,whole_cell_figure_1,289,298,True,299,299,48,309,213,460.0208333333333,23.979166666666668,104.54166666666667,100.3103448275862,-4.231321839080465,0.8958333333333334,0.8007662835249042
whole_cell,whole_cell_figure_1,295,387,False,0,327,21,466,1175,480.3333333333333,332.6190476190476,37.666666666666664,65.60024375380866,27.93357708714199,0.0,0.5161486898232784
whole_cell,whole_cell_figure_1,296,299,False,306,305,9,430,381,460.3333333333333,71.0,48.55555555555556,92.03699136868065,43.48143581312509,0.1111111111111111,0.720098643649815
whole_cell,whole_cell_figure_1,296,307,False,306,317,20,430,277,477.5,72.0,76.25,92.31400282885431,16.064002828854314,0.75,0.7312588401697313
whole_cell,whole_cell_figure_1,297,393,True,308,308,26,226,151,467.3076923076923,586.6538461538462,128.57692307692307,100.15119363395226,-28.425729442970805,1.0,0.8222811671087533
whole_cell,whole_cell_figure_1,298,305,False,299,315,19,213,351,469.0,21.263157894736842,43.31578947368421,89.09751773049645,45.78172825681224,0.15789473684210525,0.7109929078014184
whole_cell,whole_cell_figure_1,300,301,True,310,310,46,213,676,468.54347826086956,485.54347826086956,81.6304347826087,95.38470191226097,13.754267129652263,1.0,0.8683914510686164
whole_cell,whole_cell_figure_1,301,309,False,310,318,23,676,194,477.95652173913044,484.7826086956522,66.34782608695652,93.8528735632184,27.50504747626188,1.0,0.864367816091954
whole_cell,whole_cell_figure_1,304,306,True,311,311,34,123,210,473.44117647058823,559.5588235294117,79.6470588235294,85.72072072072072,6.0736618971913146,0.7941176470588235,0.7987987987987988
whole_cell,whole_cell_figure_1,305,314,False,315,324,28,351,233,486.2857142857143,20.214285714285715,41.714285714285715,92.28424657534246,50.56996086105675,0.0,0.7071917808219178
whole_cell,whole_cell_figure_1,307,315,False,317,328,16,277,245,490.625,55.875,70.75,96.89463601532567,26.144636015325673,0.625,0.7547892720306514
whole_cell,whole_cell_figure_1,308,387,False,321,327,10,392,1175,495.1,309.0,66.5,79.50925335035099,13.009253350350988,1.0,0.7077217613273772
whole_cell,whole_cell_figure_1,309,392,True,318,318,13,194,153,483.84615384615387,476.0769230769231,79.61538461538461,100.48126801152738,20.865883396142763,1.0,0.8674351585014409
whole_cell,whole_cell_figure_1,313,392,False,323,318,16,378,153,487.5,465.0,41.5625,86.48399246704331,44.92149246704331,0.0625,0.71939736346516
whole_cell,whole_cell_figure_1,321,327,False,338,340,22,196,235,517.7727272727273,483.22727272727275,57.09090909090909,97.65893271461717,40.56802362370807,0.6363636363636364,0.9071925754060325
whole_cell,whole_cell_figure_1,321,328,True,338,338,13,196,266,518.8461538461538,496.0769230769231,71.0,91.62987012987013,20.629870129870127,1.0,0.8593073593073594
whole_cell,whole_cell_figure_1,324,330,True,343,343,36,328,155,523.3888888888889,584.8888888888889,98.19444444444444,83.98757763975155,-14.206866804692893,0.9444444444444444,0.6418219461697723
whole_cell,whole_cell_figure_1,330,334,True,343,343,42,155,183,531.1428571428571,590.8333333333334,124.92857142857143,118.36686390532545,-6.561707523245985,0.9523809523809523,0.9349112426035503
whole_cell,whole_cell_figure_1,332,338,True,351,351,64,336,203,540.859375,191.25,96.359375,86.65306122448979,-9.70631377551021,0.78125,0.738404452690167
whole_cell,whole_cell_figure_1,334,398,True,343,343,14,183,124,544.7857142857143,596.7857142857143,70.28571428571429,85.46579804560261,15.18008375988832,1.0,0.7263843648208469
whole_cell,whole_cell_figure_1,338,346,False,351,358,14,203,300,554.5,192.5,36.07142857142857,89.7972166998012,53.72578812837263,0.0,0.7077534791252486
whole_cell,whole_cell_figure_1,342,344,True,359,359,48,281,370,556.4583333333334,444.0416666666667,122.0625,117.68202764976958,-4.38047235023042,0.8958333333333334,0.9047619047619048
whole_cell,whole_cell_figure_1,347,357,True,365,365,63,947,656,577.3492063492064,352.6031746031746,75.4920634920635,72.613849033063,-2.878214459000489,0.7777777777777778,0.6076107298814722
whole_cell,whole_cell_figure_1,348,398,False,361,343,8,163,124,557.5,595.0,54.125,73.65853658536585,19.53353658536585,0.5,0.6480836236933798
whole_cell,whole_cell_figure_1,350,352,False,363,369,21,256,217,569.0952380952381,94.33333333333333,53.80952380952381,87.58773784355179,33.77821403402798,0.5238095238095238,0.758985200845666
whole_cell,whole_cell_figure_1,352,356,True,369,369,15,217,244,574.9333333333333,113.66666666666667,81.8,95.63340563991324,13.833405639913238,1.0,0.806941431670282
whole_cell,whole_cell_figure_1,352,360,True,369,369,21,217,292,578.6666666666666,106.42857142857143,63.04761904761905,90.11787819253438,27.070259144915326,0.5238095238095238,0.7642436149312377
whole_cell,whole_cell_figure_1,356,360,True,369,369,41,244,292,583.5121951219512,118.73170731707317,107.95121951219512,95.48694029850746,-12.46427921368766,0.9024390243902439,0.7555970149253731
whole_cell,whole_cell_figure_1,357,363,False,365,381,15,656,800,591.7333333333333,400.53333333333336,41.8,55.89697802197802,14.096978021978025,0.0,0.5061813186813187
whole_cell,whole_cell_figure_1,358,365,False,372,377,30,315,209,588.6666666666666,298.8333333333333,50.3,74.77671755725191,24.476717557251916,0.3,0.6469465648854962
whole_cell,whole_cell_figure_1,364,365,False,376,377,16,223,209,595.5,277.5,75.5,79.31018518518519,3.8101851851851904,0.75,0.7129629629629629
whole_cell,whole_cell_figure_1,372,373,True,74,74,56,317,170,102.25,178.75,147.76785714285714,106.83572895277207,-40.932128190085066,1.0,0.7392197125256673
whole_cell,whole_cell_figure_1,373,374,False,74,78,26,170,143,103.5,193.5,104.65384615384616,144.3961661341853,39.74231998033915,0.9615384615384616,0.9776357827476039
whole_cell,whole_cell_figure_1,376,377,False,132,107,8,187,89,150.25,332.5,116.0,100.7572463768116,-15.242753623188406,1.0,0.8695652173913043
whole_cell,whole_cell_figure_1,378,379,False,153,132,20,270,75,205.5,360.0,72.8,84.13623188405798,11.33623188405798,0.6,0.6869565217391305
whole_cell,whole_cell_figure_1,383,384,False,235,233,8,97,143,348.0,122.5,124.625,118.32083333333334,-6.30416666666666,1.0,0.85
whole_cell,whole_cell_figure_1,388,389,True,221,221,40,191,112,331.925,233.8,95.2,101.92739273927393,6.727392739273924,0.775,0.8481848184818482
whole_cell,whole_cell_figure_1,389,390,False,221,213,40,112,162,326.025,237.775,102.0,94.37591240875912,-7.62408759124088,0.875,0.7846715328467153
whole_cell,whole_cell_figure_1,391,392,False,316,318,26,176,153,479.65384615384613,464.65384615384613,109.96153846153847,113.26747720364742,3.3059387421089497,1.0,0.9118541033434651
whole_cell,whole_cell_figure_1,396,397,False,199,211,56,340,331,305.5357142857143,576.4642857142857,53.589285714285715,61.53353204172876,7.944246327443047,0.4107142857142857,0.5320417287630402
whole_cell,whole_cell_figure_1,400,401,True,141,141,44,349,107,199.13636363636363,128.5909090909091,127.54545454545455,115.8640350877193,-11.681419457735245,1.0,0.918859649122807
whole_cell,whole_cell_figure_1,402,403,False,287,281,5,353,296,435.2,149.4,109.6,72.60708782742681,-36.992912172573185,1.0,0.5624036979969184
