dataset,region_class,site_r,site_c,n_mc,seed,S2_se_q2.0,S2_se_q1.5
whole_cell,D_interior,548,48,20000,20260918,0.005705720433594511,0.007327136661157966
whole_cell,D_interior,285,18,20000,20260918,0.009059501156090569,0.011558753633176119
whole_cell,D_interior,67,57,20000,20260918,0.009094015865177302,0.011565069199084113
whole_cell,D_interior,472,41,20000,20260918,0.008607243674457157,0.010968986042874714
whole_cell,D_background,313,110,20000,20260918,0.006287970659139371,0.0086543540376638
whole_cell,D_background,543,99,20000,20260918,0.0073626569155916385,0.009657248087966367
whole_cell,D_background,459,243,20000,20260918,0.0069845173668683395,0.00907384487890325
whole_cell,D_background,524,556,20000,20260918,0.006705434062409664,0.008906798694575195
whole_cell,D_background,170,129,20000,20260918,0.009084059249595369,0.011592157725360432
whole_cell,D_background,22,167,20000,20260918,0.00825301393534408,0.01053819422632343
whole_cell,D_background,213,481,20000,20260918,0.005943857956636114,0.007941353076681638
whole_cell,D_background,43,48,20000,20260918,0.005935406897825503,0.008480484801355529
whole_cell,D_background,140,89,20000,20260918,0.006194387638106182,0.008616762040701416
whole_cell,D_background,302,312,20000,20260918,0.008543211880069396,0.010586151201994827
whole_cell,D_background,465,431,20000,20260918,0.008037592986925933,0.010210212107640006
whole_cell,D_background,566,289,20000,20260918,0.007261375339701358,0.009294444726020477
whole_cell,D_background,166,536,20000,20260918,0.006304095531393591,0.008718602672095295
whole_cell,D_background,240,551,20000,20260918,0.006545179610296985,0.008781844965299719
whole_cell,D_background,373,432,20000,20260918,0.006714230353608046,0.008819392850277778
whole_cell,D_background,145,151,20000,20260918,0.007198530523954212,0.009345591814452596
whole_cell,D_background,273,583,20000,20260918,0.007312070967350966,0.009337698777897575
whole_cell,D_background,4,461,20000,20260918,0.008439383588983782,0.010776400716172968
whole_cell,D_background,594,330,20000,20260918,0.0069874232625931525,0.009350540811032988
whole_cell,D_background,587,466,20000,20260918,0.007015138605422842,0.009002504447456313
whole_cell,D_background,3,379,20000,20260918,0.00900697618482414,0.011376038968169954
whole_cell,D_background,105,382,20000,20260918,0.007046165458619235,0.00920130155476667
whole_cell,D_background,195,375,20000,20260918,0.007168143218316381,0.00933425943053136
whole_cell,D_background,310,390,20000,20260918,0.0065581027843528185,0.008755173910067734
whole_cell,D_background,449,4,20000,20260918,0.007119537651125234,0.009186340841365064
whole_cell,D_background,583,79,20000,20260918,0.007533406044152387,0.009679593508549144
whole_cell,D_background,100,27,20000,20260918,0.006837591823696605,0.009051409243701746
whole_cell,D_background,42,400,20000,20260918,0.007522432346862337,0.009488467135016965
whole_cell,D_background,2,20,20000,20260918,0.007746717552856511,0.009840332342152747
whole_cell,D_background,1,536,20000,20260918,0.007932757757074652,0.010107559695251008
whole_cell,D_background,329,430,20000,20260918,0.007672412326984542,0.009687976360223725
whole_cell,D_background,118,561,20000,20260918,0.009181880591410223,0.011623844074227785
whole_cell,D_background,54,82,20000,20260918,0.006637035384290566,0.008737357524103297
whole_cell,D_background,210,600,20000,20260918,0.007874230355410763,0.009997848084959736
whole_cell,D_background,81,91,20000,20260918,0.00842491530977917,0.010427395887387702
whole_cell,D_background,496,118,20000,20260918,0.007823317442454488,0.009750709454447944
whole_cell,D_background,26,507,20000,20260918,0.007605225275444646,0.00964005970897271
whole_cell,D_background,288,487,20000,20260918,0.007163056640128521,0.009039763711928125
whole_cell,D_background,534,490,20000,20260918,0.006541544503735518,0.00850963032466685
whole_cell,D_background,115,200,20000,20260918,0.0077012940117150265,0.00982885401817071
whole_cell,D_background,299,518,20000,20260918,0.006783262268785822,0.008920718556578867
whole_cell,D_background,331,468,20000,20260918,0.006945677323463051,0.008904744897401506
whole_cell,D_background,179,600,20000,20260918,0.0078061731669078985,0.00995324872197086
whole_cell,D_background,413,2,20000,20260918,0.008438797840218636,0.010672036260159699
whole_cell,D_background,172,241,20000,20260918,0.007102641158930548,0.009147367168485344
whole_cell,D_background,75,111,20000,20260918,0.008136990712870626,0.010355398748467127
whole_cell,D_background,318,456,20000,20260918,0.007542413379818485,0.009557898892434665
whole_cell,D_background,27,397,20000,20260918,0.008189270493446546,0.010238978377791011
whole_cell,D_background,461,380,20000,20260918,0.0077350266491862055,0.009700385351905977
whole_cell,D_background,599,112,20000,20260918,0.00931598070376286,0.01183790383729512
whole_cell,D_background,65,306,20000,20260918,0.007069341271135393,0.009127181195016754
whole_cell,D_background,314,458,20000,20260918,0.007554990354940747,0.009545638071269763
whole_cell,D_background,100,52,20000,20260918,0.007592896109755256,0.00949219670965875
whole_cell,D_background,581,256,20000,20260918,0.008092611880472703,0.010166844298144951
whole_cell,D_background,132,568,20000,20260918,0.007066754269033106,0.009093937330051425
whole_cell,D_background,438,373,20000,20260918,0.007623685473137263,0.009650462446544406
whole_cell,D_background,280,489,20000,20260918,0.007316776023573863,0.009265389785711328
whole_cell,D_background,472,601,20000,20260918,0.0077096790997477046,0.009841882742270908
whole_cell,D_background,315,535,20000,20260918,0.007727952894687484,0.009738612221445828
whole_cell,D_background,242,246,20000,20260918,0.007378961097163177,0.009338103656244063
