dataset,gt_id_1,gt_id_2,merged,interface_len_px,local_contrast,seed,loss_q2,loss_q15,finite,max_abs_delta,mean_abs_delta,rmse_between,corr_between,mc_se_mean,mc_se_max,snr_mean,snr_max,nonuniform_sd_over_mean,mean_absdelta_interface,n_px_interface,mean_absdelta_interior,n_px_interior,mean_absdelta_background,n_px_background,mean_absdelta_patch_edge,n_px_patch_edge,localization_ratio,edge_over_interface
nuclei,164,165,True,92,2.711670480549202,137,0.772707564737232,0.8322432394634472,True,4.018592070669399,0.6930942994368795,0.8934187697626764,0.9970240638434588,0.06258106055120283,0.2039992639303745,11.075144673679679,19.699051816387705,0.8133856415983206,0.6928708423144404,81,0.8140978520186194,226,,0,0.8815104529384875,184,0.851090370274793,1.2722579723429006
nuclei,164,165,True,92,2.711670480549202,211,0.7762944031652226,0.8560447312827704,True,6.319545339711084,0.9214958477283489,1.2024637052687397,0.994268074982636,0.0720167907884679,0.24946262190545057,12.79556944483992,25.33263416956417,0.8383165853472028,0.9668052491739526,81,0.9179553020430458,226,,0,1.1022995647935783,184,1.0532160411538383,1.1401464418355127
nuclei,196,205,False,4,17.633199999999988,73,0.43750477716532304,0.5093389015758429,True,3.549072554944331,0.6557407204856763,0.8754628725711117,0.998953141265268,0.09926136230191535,0.24278511569489988,6.606203111449974,14.618163657958071,0.8845476607163644,0.26306330308333514,4,0.7216732734263168,231,,0,0.7045572032114922,184,0.3645185609193743,2.678280075379033
nuclei,196,205,False,4,17.633199999999988,137,0.4464604061273787,0.5134954607032824,True,2.154806590457241,0.6450961917605175,0.8253172924015916,0.9991464835949149,0.09763480956793665,0.24738128686085442,6.607235622369336,8.710467221674953,0.7979911576691723,0.5268495803174318,4,0.6885050972218247,231,,0,0.6562468229914922,184,0.7652079591615423,1.2456056671737261
nuclei,196,205,False,4,17.633199999999988,211,0.46226931017479533,0.5087632471549204,True,6.235939017544268,1.1333266131312891,1.4633714818804435,0.9978569989096308,0.13165899914425305,0.4099510341913389,8.608045181093564,15.211424042008225,0.8168496646636576,0.5668912736050871,4,1.0054522679558342,231,,0,1.0387504620586652,184,0.5638171912005558,1.8323627658842547
nuclei,260,261,False,27,4.5931500061934685,73,0.4723545288276204,0.5179581857648433,True,4.258129579190552,0.9479035942603594,1.23369836911396,0.9953273488663021,0.06865753207907328,0.1673791910788245,13.80625789416161,25.440017673315523,0.833010987926035,0.6869840960034781,27,0.9152712798240301,128,1.3058314019862867,3,0.9419714161472426,184,0.7505797583155428,1.3711691749884025
nuclei,260,261,False,27,4.5931500061934685,137,0.48078625234991385,0.5351450474514463,True,3.6181328007236004,0.9284714421576679,1.2010634820602293,0.995478234612904,0.07362840739779752,0.16800358488932496,12.610233943284255,21.536045216577392,0.8205979316185583,0.6236576464605624,27,1.043876632274684,128,1.3102439390548568,3,0.9047882136908604,184,0.5974438235115643,1.4507770710834627
nuclei,260,261,False,27,4.5931500061934685,211,0.49823274481736607,0.53738525708187,True,2.4627908056489787,0.7521588117130686,0.9349682097351193,0.9973323696070718,0.07936404798700966,0.19717229254618357,9.477324188859196,12.490552165548921,0.7383522491758255,1.2086981357113398,27,0.8758174289973195,128,0.6013864076646579,3,0.6967558306033506,184,1.3800800208955868,0.5764514811576984
nuclei,125,126,False,35,5.020217917675552,73,0.1896673146334712,0.21519077045645563,True,4.881730621252331,0.8436475342233207,1.0552802415912812,0.9988908990798756,0.10003407389843974,0.36064527265484114,8.433601685360125,13.536100405021628,0.7514231588675088,0.8795688368796813,35,0.854710617079804,299,,0,0.8772189400445408,184,1.0290837849713481,0.997328353692615
nuclei,125,126,False,35,5.020217917675552,137,0.2214197754934878,0.24961002411832994,True,2.4020438669674036,0.803037005529603,0.9896424294738926,0.9990799159141083,0.1115840020568845,0.35206039127617217,7.196703745400906,6.82281769403344,0.7202410840666696,1.4328412765274607,35,0.6790749992929067,299,,0,0.753595473014638,184,2.109989733121408,0.5259448379662834
