"selected_percentage","selected_abs_threshold","tile_max","tile_min","th_stability","argmax_index","n_candidates","rgasp_nugget_est","rgasp_beta_hat","rgasp_nugget","rgasp_sigma2"
0.74,0.74,1,0.533333333333333,74.5418230991178,64,101,TRUE,"14.8101990604133",0.059602222135091,2874054.38566285
