inference,sigma,best_q,best_edge,base_edge,q_lt_2_wins,best_sharp,base_sharp
exact,0.1,1.5,0.10198879241489484,0.15663620538083037,True,1.1596010926217353,1.0537061635106724
exact,0.25,1.5,0.17760200956264507,0.20214655531588996,True,1.170320066842989,0.9778982832017986
