rule,rule_family,params,dataset,image,arm,threshold,collapsed,n_components,fg_dice,fg_iou,fg_precision,fg_recall,fg_fraction,gt_fg_fraction
robust_mad_c2,robust_mad,"{""c"": 2.0}",nuclei,nuclei_figure_1,raw,192.6868,False,2865,0.7048386709591723,0.544209169278674,0.9868178321495522,0.548194370685077,0.12338822046268855,0.22211409445452
robust_mad_c2,robust_mad,"{""c"": 2.0}",nuclei,nuclei_figure_1,gp,190.58234525756836,False,257,0.7204135825701501,0.5630050247150619,0.9734009492598034,0.5718019782262347,0.13047581132687516,0.22211409445452
robust_mad_c2,robust_mad,"{""c"": 2.0}",nuclei,nuclei_figure_1,qep_q2,190.58234525756836,False,257,0.7204135825701501,0.5630050247150619,0.9734009492598034,0.5718019782262347,0.13047581132687516,0.22211409445452
robust_mad_c2,robust_mad,"{""c"": 2.0}",nuclei,nuclei_figure_1,qep_q1.5,190.61439759521485,False,255,0.7199059622542937,0.5623852162627639,0.9717773499481668,0.5717231479022836,0.13067578626089266,0.22211409445452
robust_mad_c2,robust_mad,"{""c"": 2.0}",whole_cell,whole_cell_figure_1,raw,63.5824,False,402,0.7765095546454319,0.6346674447632479,0.9643349753694581,0.649922810046314,0.2248062015503876,0.33356035437430787
robust_mad_c2,robust_mad,"{""c"": 2.0}",whole_cell,whole_cell_figure_1,gp,69.55642532253265,False,304,0.7392654888611637,0.5863768163158923,0.9691197652348325,0.5975415414750751,0.2056672203765227,0.33356035437430787
robust_mad_c2,robust_mad,"{""c"": 2.0}",whole_cell,whole_cell_figure_1,qep_q2,69.55642532253265,False,304,0.7392654888611637,0.5863768163158923,0.9691197652348325,0.5975415414750751,0.2056672203765227,0.33356035437430787
robust_mad_c2,robust_mad,"{""c"": 2.0}",whole_cell,whole_cell_figure_1,qep_q1.5,70.07349117507934,False,291,0.7362485568200561,0.5825896862815472,0.9712785922158458,0.5928022443186534,0.20358250276854928,0.33356035437430787
robust_mad_c3,robust_mad,"{""c"": 3.0}",nuclei,nuclei_figure_1,raw,206.03019999999998,False,3000,0.45616761144735285,0.29547742023667023,0.9942994132158836,0.2959788236856081,0.06611797968180946,0.22211409445452
robust_mad_c3,robust_mad,"{""c"": 3.0}",nuclei,nuclei_figure_1,gp,203.05239667053223,False,243,0.48100255728764146,0.3166579111738014,0.9905670143112238,0.3176156731279873,0.07121872281446749,0.22211409445452
robust_mad_c3,robust_mad,"{""c"": 3.0}",nuclei,nuclei_figure_1,qep_q2,203.05239667053223,False,243,0.48100255728764146,0.3166579111738014,0.9905670143112238,0.3176156731279873,0.07121872281446749,0.22211409445452
robust_mad_c3,robust_mad,"{""c"": 3.0}",nuclei,nuclei_figure_1,qep_q1.5,203.11917482299805,False,240,0.4797049826617581,0.3155341411969064,0.9900595647490884,0.3165369423791822,0.0710132186196016,0.22211409445452
robust_mad_c3,robust_mad,"{""c"": 3.0}",whole_cell,whole_cell_figure_1,raw,81.3736,False,400,0.6619267216236147,0.4946864512732776,0.9821346920112353,0.4991783004930197,0.16953488372093023,0.33356035437430787
robust_mad_c3,robust_mad,"{""c"": 3.0}",whole_cell,whole_cell_figure_1,gp,89.66234336709977,False,343,0.5919696116070651,0.42042388892097254,0.9858964189672851,0.4229677462193523,0.14310354374307863,0.33356035437430787
robust_mad_c3,robust_mad,"{""c"": 3.0}",whole_cell,whole_cell_figure_1,qep_q2,89.66234336709977,False,343,0.5919696116070651,0.42042388892097254,0.9858964189672851,0.4229677462193523,0.14310354374307863,0.33356035437430787
robust_mad_c3,robust_mad,"{""c"": 3.0}",whole_cell,whole_cell_figure_1,qep_q1.5,90.30490076408385,False,329,0.5824306372419927,0.4108657061470503,0.9874392300823495,0.4130243521853887,0.13952104097452936,0.33356035437430787
robust_mad_c4,robust_mad,"{""c"": 4.0}",nuclei,nuclei_figure_1,raw,219.3736,False,2529,0.22188541758857716,0.1247869061889494,0.9977779251790926,0.12482159453000531,0.027786378850208637,0.22211409445452
robust_mad_c4,robust_mad,"{""c"": 4.0}",nuclei,nuclei_figure_1,gp,215.5224480834961,False,186,0.24849191389836173,0.14187311829740645,0.9966788055353241,0.1419402217206585,0.031631979770277645,0.22211409445452
robust_mad_c4,robust_mad,"{""c"": 4.0}",nuclei,nuclei_figure_1,qep_q2,215.5224480834961,False,186,0.24849191389836173,0.14187311829740645,0.9966788055353241,0.1419402217206585,0.031631979770277645,0.22211409445452
robust_mad_c4,robust_mad,"{""c"": 4.0}",nuclei,nuclei_figure_1,qep_q1.5,215.62395205078124,False,183,0.24678190377519676,0.14075938658549733,0.9965356272569801,0.14082829925650558,0.03138869229294761,0.22211409445452
robust_mad_c4,robust_mad,"{""c"": 4.0}",whole_cell,whole_cell_figure_1,raw,99.1648,False,407,0.54614178149281,0.3756499599070836,0.989396677480459,0.37716837369897577,0.12715669988925804,0.33356035437430787
robust_mad_c4,robust_mad,"{""c"": 4.0}",whole_cell,whole_cell_figure_1,gp,109.76826141166687,False,362,0.4347820451334431,0.2777773177094116,0.9919268985095813,0.27840673295596025,0.09362126245847176,0.33356035437430787
robust_mad_c4,robust_mad,"{""c"": 4.0}",whole_cell,whole_cell_figure_1,qep_q2,109.76826141166687,False,362,0.4347820451334431,0.2777773177094116,0.9919268985095813,0.27840673295596025,0.09362126245847176,0.33356035437430787
robust_mad_c4,robust_mad,"{""c"": 4.0}",whole_cell,whole_cell_figure_1,qep_q1.5,110.53631035308837,False,349,0.41925051065835645,0.26522261337751085,0.9924679189138925,0.2657575405454757,0.08931893687707641,0.33356035437430787
