"dataset","arm","use_gp","recon_source","n_outlier_tiles","fg_fraction","n_labels_precleanup","n_labels_final","t_recon_s","t_threshold_s","t_watershed_cleanup_s","t_total_s","cleanup_rule"
"nuclei","fastgp",NA,"/Users/zchan/eclipse-workspace/CellSeg_QEP_4x2/results/qep_downstream_4x2_macbook_cached/nuclei/fastgp.csv",1,0.179263244422744,484,321,NA,3.119,1.831,4.987,"eliminate_small_areas(size_threshold=50)"
