"dataset","arm","use_gp","recon_source","n_outlier_tiles","fg_fraction","n_labels_precleanup","n_labels_final","t_recon_s","t_threshold_s","t_watershed_cleanup_s","t_total_s","cleanup_rule"
"nuclei","raw",NA,"/Users/zchan/eclipse-workspace/CellSeg_QEP_4x2/results/qep_downstream_4x2_macbook_cached/nuclei/raw.csv",2,0.173533087097107,2846,431,NA,2.692,9.96,12.689,"eliminate_small_areas(size_threshold=50)"
