"dataset","arm","use_gp","recon_source","n_outlier_tiles","fg_fraction","n_labels_precleanup","n_labels_final","t_recon_s","t_threshold_s","t_watershed_cleanup_s","t_total_s","cleanup_rule"
"nuclei","q15",NA,"/Users/zchan/eclipse-workspace/CellSeg_QEP_4x2/results/qep_downstream_4x2_macbook_cached/nuclei/q15.csv",0,0.192947243479605,318,309,NA,2.9,1.208,4.14,"eliminate_small_areas(size_threshold=50)"
