"dataset","condition","tile","p_applied","tile_max_recipient","abs_threshold","fg_fraction_tile","n_connected_tile"
"whole_cell","RG",1,0.23,0.898039215686275,0.206549019607843,0.308075000000007,46
"whole_cell","RG",2,0.18,0.890196078431372,0.160235294117647,0.199500000000037,45
"whole_cell","RG",3,0.21,0.870588235294118,0.182823529411765,0.252150000000015,47
"whole_cell","RG",4,0.2,0.894117647058824,0.178823529411765,0.321399999999998,45
"whole_cell","RG",5,0.17,0.890196078431372,0.151333333333333,0.374750000000013,46
"whole_cell","RG",6,0.21,0.854901960784314,0.179529411764706,0.277899999999989,46
"whole_cell","RG",7,0.23,0.87843137254902,0.202039215686275,0.344975000000002,58
"whole_cell","RG",8,0.25,0.819607843137255,0.204901960784314,0.319199999999996,48
"whole_cell","RG",9,0.25,0.890196078431372,0.222549019607843,0.244399999999989,44
