"dataset","condition","tile","p_applied","tile_max_recipient","abs_threshold","fg_fraction_tile","n_connected_tile"
"whole_cell","GG",1,0.23,0.899414422815475,0.206865317247559,0.306824999999997,37
"whole_cell","GG",2,0.18,0.882845212329576,0.158912138219324,0.199349999999995,39
"whole_cell","GG",3,0.21,0.868974576190314,0.182484660999966,0.252525000000006,46
"whole_cell","GG",4,0.2,0.88566140145617,0.177132280291234,0.324350000000004,40
"whole_cell","GG",5,0.17,0.872689224747145,0.148357168207015,0.381000000000014,41
"whole_cell","GG",6,0.21,0.851718989485494,0.178860987791954,0.277750000000006,46
"whole_cell","GG",7,0.23,0.878989805284229,0.202167655215373,0.344625000000001,59
"whole_cell","GG",8,0.25,0.81643937268928,0.20410984317232,0.322524999999975,45
"whole_cell","GG",9,0.25,0.874042911348174,0.218510727837044,0.247924999999992,42
