"dataset","condition","tile","p_applied","tile_max_recipient","abs_threshold","fg_fraction_tile","n_connected_tile"
"whole_cell","GR",1,0.24,0.899414422815475,0.215859461475714,0.294499999999992,34
"whole_cell","GR",2,0.15,0.882845212329576,0.132426781849436,0.23140000000003,51
"whole_cell","GR",3,0.19,0.868974576190314,0.16510516947616,0.272250000000005,41
"whole_cell","GR",4,0.11,0.88566140145617,0.0974227541601787,0.599575000000022,72
"whole_cell","GR",5,0.23,0.872689224747145,0.200718521691843,0.294574999999995,42
"whole_cell","GR",6,0.07,0.851718989485494,0.0596203292639846,0.668875000000026,28
"whole_cell","GR",7,0.12,0.878989805284229,0.105478776634107,0.62399999999998,43
"whole_cell","GR",8,0.19,0.81643937268928,0.155123480810963,0.417225000000004,33
"whole_cell","GR",9,0.25,0.874042911348174,0.218510727837044,0.247924999999992,42
