"dataset","condition","image_source","p_source","n_tiles","n_outlier_tiles","outlier_tiles","n_reverted","fg_fraction","n_fg_components","n_basins_precleanup","n_labels_final","t_watershed_s","t_total_s"
"whole_cell","RR","R","R",9,1,"4",0,0.374410299003048,366,577,343,0.797,0.816
