"dataset","condition","image_source","p_source","n_tiles","n_outlier_tiles","outlier_tiles","n_reverted","fg_fraction","n_fg_components","n_basins_precleanup","n_labels_final","t_watershed_s","t_total_s"
"whole_cell","GG","G","G",9,1,"7",0,0.296979512735273,314,474,343,0.567,0.581
