"dataset","condition","image_source","p_source","n_tiles","n_outlier_tiles","outlier_tiles","n_reverted","fg_fraction","n_fg_components","n_basins_precleanup","n_labels_final","t_watershed_s","t_total_s"
"nuclei","RR","R","R",16,2,"3;5",0,0.173533087097107,4123,2846,431,10.256,10.481
