pilot,role,dataset,image,arm,wm,ap50,ap75,n_pred,n_gt,merged,split,n_markers,mean_matched_iou
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,raw,0.7,0.09779179810725552,0.008695652173913044,259,89,7,2,1107,0.44999909463662696
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,raw,0.5,0.11564625850340136,0.009230769230769232,239,89,13,6,1157,0.464855098792279
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,raw,0.3,0.12727272727272726,0.009771986970684038,221,89,14,5,1197,0.4768786418284703
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,raw,0.0,0.14942528735632185,0.010101010101010102,211,89,16,2,1273,0.48176676429046494
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,gp,1.0,0.07291666666666667,0.003246753246753247,220,89,7,6,272,0.39917793303822585
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,gp,0.7,0.06896551724137931,0.0,221,89,7,5,278,0.3991853667249523
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,gp,0.5,0.08759124087591241,0.003367003367003367,209,89,7,1,306,0.42842511390976845
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,gp,0.3,0.11067193675889328,0.0035714285714285713,192,89,11,0,339,0.4439605452781878
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,gp,0.0,0.12340425531914893,0.0038022813688212928,175,89,13,0,361,0.44837537770379166
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q2,1.0,0.07291666666666667,0.003246753246753247,220,89,7,6,272,0.39917793303822585
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q2,0.7,0.06896551724137931,0.0,221,89,7,5,278,0.3991853667249523
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q2,0.5,0.08759124087591241,0.003367003367003367,209,89,7,1,306,0.42842511390976845
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q2,0.3,0.11067193675889328,0.0035714285714285713,192,89,11,0,339,0.4439605452781878
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q2,0.0,0.12340425531914893,0.0038022813688212928,175,89,13,0,361,0.44837537770379166
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q1.5,1.0,0.09124087591240876,0.010135135135135136,210,89,9,4,243,0.4205000935832895
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q1.5,0.7,0.06620209059233449,0.006578947368421052,217,89,9,6,253,0.4044495845550811
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q1.5,0.5,0.08602150537634409,0.006644518272425249,214,89,9,5,284,0.42196233506563335
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q1.5,0.3,0.11952191235059761,0.01079136690647482,192,89,13,1,312,0.4444343309867593
P2_markers,heldout_candidate,whole_cell,whole_cell_figure_5,qep_q1.5,0.0,0.14035087719298245,0.011673151750972763,171,89,15,1,330,0.46034753333713246
