"tile","p_initial","p_final","max_raw_units","components_including_background","outlier","threshold_raw_units"
1,0.24,0.24,241.031936645508,29,FALSE,57.8476647949219
2,0.19,0.19,226.088531494141,32,FALSE,42.9568209838867
3,0.23,0.23,214.658782958984,41,FALSE,49.3715200805664
4,0.2,0.2,231.794006347656,32,FALSE,46.3588012695313
5,0.25,0.25,221.774673461914,36,FALSE,55.4436683654785
6,0.17,0.17,202.749526977539,36,FALSE,34.4674195861816
7,0.19,0.19,233.009979248047,34,FALSE,44.2718960571289
8,0.27,0.27,213.187026977539,39,FALSE,57.5604972839355
9,0.24,0.24,226.397750854492,41,FALSE,54.3354602050781
