q,sd_sample,sd_rsample,ratio,kurt_sample,kurt_rsample,sqrt_a_q1
1.0,1.7335433112543577,1.7396559451857334,0.9964862972196936,11.61692400029117,11.552482265833913,1.7320508075688774
1.2,1.3929224913949363,1.3975193123529392,0.9967107281327916,7.404106181812436,7.36125877958781,1.3923632757781421
1.5,1.156428761992512,1.1598029755620596,0.9970907010581582,4.712924544972853,4.692347792021155,1.156417294113829
1.8,1.044085213106564,1.0467693402143219,0.9974357988864976,3.4916350076024383,3.4809316888787714,1.0442825462649095
2.0,0.9997330826338933,1.0021026412339078,0.9976354132775292,3.008374508698492,3.001091260571679,0.9999999999999997
3.0,0.9111406722894162,0.9126606253687258,0.9983345911535347,1.9404157521151635,1.9387966888385177,0.9115157294471439
