q,norm_of_mean,mean_of_norm,ratio,prob_grad_gt_c,c
2.0,0.03881557552148659,1.0010792253872747,25.79065779491332,0.4560424999999999,1.0010792253872747
1.0,0.03881557552148659,1.9132126094676862,49.289816877985395,0.6448925,1.0010792253872747
1.2,0.03881557552148659,1.5158273583268056,39.05203872315923,0.599345,1.0010792253872747
1.5,0.03881557552148659,1.2208260830620334,31.45196397735332,0.53964,1.0010792253872747
1.8,0.03881557552148659,1.0672327894040794,27.494962397589763,0.48782,1.0010792253872747
3.0,0.03881557552148659,0.8368432652664048,21.55947075428948,0.32247,1.0010792253872747
