"beta1","beta2","nugget_nu","theta_hat","S_2","sigma2_hat","n1","n2","t_est_sec","t_pred_sec","recompute_maxdiff"
26.0388376235267,5679456.51832897,0.0822243107405668,0.665496951937992,321.008239513506,0.00474302954363927,282,240,13.098,0.302,0
