test,q,lengthscale,outputscale,noise,mll,best_outputscale,best_mll,at_grid_edge
T3,1.2,0.1873817422860383,0.00046415888336127773,0.01,-1.0824947322308878,,,
T3,1.2,0.1873817422860383,0.00046415888336127773,0.1,-1.1417842941948373,,,
T3,1.2,0.1873817422860383,0.00046415888336127773,1.0,-1.6159646634449132,,,
T3,1.2,0.1873817422860383,0.00046415888336127773,10.0,-2.249615736923343,,,
T3,1.2,0.1873817422860383,0.002154434690031882,1e-10,-30.19521781582002,,,
T3,1.2,0.1873817422860383,0.002154434690031882,1e-09,-30.068953777883102,,,
T3,1.2,0.1873817422860383,0.002154434690031882,1e-08,-28.89990048050901,,,
T3,1.2,0.1873817422860383,0.002154434690031882,1e-07,-22.08258970529055,,,
T3,1.2,0.1873817422860383,0.002154434690031882,1e-06,-10.132422454247358,,,
T3,1.2,0.1873817422860383,0.002154434690031882,1e-05,-2.7761267717831517,,,
T3,1.2,0.1873817422860383,0.002154434690031882,0.0001,-0.14470259189064053,,,
T3,1.2,0.1873817422860383,0.002154434690031882,0.001,-0.047239011843047685,,,
T3,1.2,0.1873817422860383,0.002154434690031882,0.01,-0.6372742460675349,,,
T3,1.2,0.1873817422860383,0.002154434690031882,0.1,-1.0942323281006519,,,
T3,1.2,0.1873817422860383,0.002154434690031882,1.0,-1.6126938699571203,,,
T3,1.2,0.1873817422860383,0.002154434690031882,10.0,-2.249342438231163,,,
T3,1.2,0.1873817422860383,0.01,1e-10,-11.058762471098884,,,
T3,1.2,0.1873817422860383,0.01,1e-09,-11.047873620511425,,,
T3,1.2,0.1873817422860383,0.01,1e-08,-10.940861388555643,,,
T3,1.2,0.1873817422860383,0.01,1e-07,-10.02594198611881,,,
T3,1.2,0.1873817422860383,0.01,1e-06,-6.233472266605622,,,
T3,1.2,0.1873817422860383,0.01,1e-05,-1.9477791655373937,,,
T3,1.2,0.1873817422860383,0.01,0.0001,0.08504659139348565,,,
T3,1.2,0.1873817422860383,0.01,0.001,0.3951508484554024,,,
T3,1.2,0.1873817422860383,0.01,0.01,-0.19346090992501336,,,
T3,1.2,0.1873817422860383,0.01,0.1,-0.9560777111817659,,,
T3,1.2,0.1873817422860383,0.01,1.0,-1.598372969661749,,,
T3,1.2,0.1873817422860383,0.01,10.0,-2.2480810531366218,,,
T3,1.2,0.1873817422860383,0.046415888336127774,1e-10,-3.713544158607445,,,
T3,1.2,0.1873817422860383,0.046415888336127774,1e-09,-3.712612564375982,,,
T3,1.2,0.1873817422860383,0.046415888336127774,1e-08,-3.703331980688776,,,
T3,1.2,0.1873817422860383,0.046415888336127774,1e-07,-3.613907111075907,,,
T3,1.2,0.1873817422860383,0.046415888336127774,1e-06,-2.9541959923059053,,,
T3,1.2,0.1873817422860383,0.046415888336127774,1e-05,-1.179562778524265,,,
T3,1.2,0.1873817422860383,0.046415888336127774,0.0001,0.11655036917798647,,,
T3,1.2,0.1873817422860383,0.046415888336127774,0.001,0.4465229622407323,,,
T3,1.2,0.1873817422860383,0.046415888336127774,0.01,0.056511803272429086,,,
T3,1.2,0.1873817422860383,0.046415888336127774,0.1,-0.7391743902923826,,,
T3,1.2,0.1873817422860383,0.046415888336127774,1.0,-1.545678828810259,,,
T3,1.2,0.1873817422860383,0.046415888336127774,10.0,-2.2423753860011333,,,
T3,1.2,0.1873817422860383,0.21544346900318823,1e-10,-1.0661954383714236,,,
T3,1.2,0.1873817422860383,0.21544346900318823,1e-09,-1.0661163215804705,,,
T3,1.2,0.1873817422860383,0.21544346900318823,1e-08,-1.065325811814919,,,
T3,1.2,0.1873817422860383,0.21544346900318823,1e-07,-1.0574858796167432,,,
T3,1.2,0.1873817422860383,0.21544346900318823,1e-06,-0.9850198638158328,,,
T3,1.2,0.1873817422860383,0.21544346900318823,1e-05,-0.5686544628388919,,,
T3,1.2,0.1873817422860383,0.21544346900318823,0.0001,0.09248384997097699,,,
T3,1.2,0.1873817422860383,0.21544346900318823,0.001,0.3167036684210249,,,
T3,1.2,0.1873817422860383,0.21544346900318823,0.01,0.08822249443981711,,,
T3,1.2,0.1873817422860383,0.21544346900318823,0.1,-0.5562008180531255,,,
T3,1.2,0.1873817422860383,0.21544346900318823,1.0,-1.4217894678055216,,,
T3,1.2,0.1873817422860383,0.21544346900318823,10.0,-2.218678584682679,,,
T3,1.2,0.1873817422860383,1.0,1e-10,-0.28941915393521855,,,
T3,1.2,0.1873817422860383,1.0,1e-09,-0.2894125426126248,,,
T3,1.2,0.1873817422860383,1.0,1e-08,-0.28934644165459406,,,
T3,1.2,0.1873817422860383,1.0,1e-07,-0.2886866564911525,,,
T3,1.2,0.1873817422860383,1.0,1e-06,-0.2822086774855679,,,
T3,1.2,0.1873817422860383,1.0,1e-05,-0.22733244383447512,,,
T3,1.2,0.1873817422860383,1.0,0.0001,-0.016717710843790277,,,
T3,1.2,0.1873817422860383,1.0,0.001,0.11324184214243846,,,
T3,1.2,0.1873817422860383,1.0,0.01,-0.04484183620604769,,,
T3,1.2,0.1873817422860383,1.0,0.1,-0.4940598160151303,,,
T3,1.2,0.1873817422860383,1.0,1.0,-1.2655865816657308,,,
T3,1.2,0.1873817422860383,1.0,10.0,-2.1445171240051395,,,
T3,1.2,0.1873817422860383,4.641588833612772,1e-10,-0.25735830480114485,,,
T3,1.2,0.1873817422860383,4.641588833612772,1e-09,-0.25735777544030525,,,
T3,1.2,0.1873817422860383,4.641588833612772,1e-08,-0.25735248206510575,,,
T3,1.2,0.1873817422860383,4.641588833612772,1e-07,-0.25729957144321586,,,
T3,1.2,0.1873817422860383,4.641588833612772,1e-06,-0.25677276716573144,,,
T3,1.2,0.1873817422860383,4.641588833612772,1e-05,-0.25172468747552673,,,
T3,1.2,0.1873817422860383,4.641588833612772,0.0001,-0.21640598608032918,,,
T3,1.2,0.1873817422860383,4.641588833612772,0.001,-0.15904059963261546,,,
T3,1.2,0.1873817422860383,4.641588833612772,0.01,-0.2684553727639809,,,
T3,1.2,0.1873817422860383,4.641588833612772,0.1,-0.5830820836999522,,,
T3,1.2,0.1873817422860383,4.641588833612772,1.0,-1.164931948736509,,,
T3,1.2,0.1873817422860383,4.641588833612772,10.0,-2.0110328118044705,,,
T3,1.2,0.1873817422860383,21.54434690031882,1e-10,-0.5217763278343817,,,
T3,1.2,0.1873817422860383,21.54434690031882,1e-09,-0.521776290553337,,,
T3,1.2,0.1873817422860383,21.54434690031882,1e-08,-0.52177591774552,,,
T3,1.2,0.1873817422860383,21.54434690031882,1e-07,-0.5217721901166033,,,
T3,1.2,0.1873817422860383,21.54434690031882,1e-06,-0.5217349586731073,,,
T3,1.2,0.1873817422860383,21.54434690031882,1e-05,-0.5213670824109479,,,
T3,1.2,0.1873817422860383,21.54434690031882,0.0001,-0.5180910465260743,,,
T3,1.2,0.1873817422860383,21.54434690031882,0.001,-0.505597995097778,,,
T3,1.2,0.1873817422860383,21.54434690031882,0.01,-0.5567492543512914,,,
T3,1.2,0.1873817422860383,21.54434690031882,0.1,-0.782533000681451,,,
T3,1.2,0.1873817422860383,21.54434690031882,1.0,-1.191462003419006,,,
T3,1.2,0.1873817422860383,21.54434690031882,10.0,-1.8826952142767417,,,
T3,1.2,0.1873817422860383,100.0,1e-10,-0.9042249123811257,,,
T3,1.2,0.1873817422860383,100.0,1e-09,-0.9042249109337185,,,
T3,1.2,0.1873817422860383,100.0,1e-08,-0.9042248964553705,,,
T3,1.2,0.1873817422860383,100.0,1e-07,-0.9042247516896154,,,
T3,1.2,0.1873817422860383,100.0,1e-06,-0.9042233049523849,,,
T3,1.2,0.1873817422860383,100.0,1e-05,-0.9042089301875482,,,
T3,1.2,0.1873817422860383,100.0,0.0001,-0.9040742337057868,,,
T3,1.2,0.1873817422860383,100.0,0.001,-0.9034630554500888,,,
T3,1.2,0.1873817422860383,100.0,0.01,-0.9188480935186488,,,
T3,1.2,0.1873817422860383,100.0,0.1,-1.051097600918719,,,
T3,1.2,0.1873817422860383,100.0,1.0,-1.347418319195254,,,
T3,1.2,0.1873817422860383,100.0,10.0,-1.8445462932224252,,,
T3,1.2,0.1873817422860383,464.1588833612773,1e-10,-1.3336623261919887,,,
T3,1.2,0.1873817422860383,464.1588833612773,1e-09,-1.333662326444989,,,
T3,1.2,0.1873817422860383,464.1588833612773,1e-08,-1.3336623289729759,,,
T3,1.2,0.1873817422860383,464.1588833612773,1e-07,-1.3336623542552632,,,
T3,1.2,0.1873817422860383,464.1588833612773,1e-06,-1.3336626070939044,,,
T3,1.2,0.1873817422860383,464.1588833612773,1e-05,-1.3336651376608917,,,
T3,1.2,0.1873817422860383,464.1588833612773,0.0001,-1.333690659523826,,,
T3,1.2,0.1873817422860383,464.1588833612773,0.001,-1.333966395362911,,,
T3,1.2,0.1873817422860383,464.1588833612773,0.01,-1.3380441921263422,,,
T3,1.2,0.1873817422860383,464.1588833612773,0.1,-1.3890310804884103,,,
T3,1.2,0.1873817422860383,464.1588833612773,1.0,-1.58712867007204,,,
T3,1.2,0.1873817422860383,464.1588833612773,10.0,-1.9424268475184832,,,
T3,1.2,0.1873817422860383,2154.4346900318824,1e-10,-1.7818063311746564,,,
T3,1.2,0.1873817422860383,2154.4346900318824,1e-09,-1.7818063312774648,,,
T3,1.2,0.1873817422860383,2154.4346900318824,1e-08,-1.7818063323069975,,,
T3,1.2,0.1873817422860383,2154.4346900318824,1e-07,-1.7818063425969886,,,
T3,1.2,0.1873817422860383,2154.4346900318824,1e-06,-1.7818064455014462,,,
T3,1.2,0.1873817422860383,2154.4346900318824,1e-05,-1.7818074746080979,,,
T3,1.2,0.1873817422860383,2154.4346900318824,0.0001,-1.7818177718138954,,,
T3,1.2,0.1873817422860383,2154.4346900318824,0.001,-1.7819213504079987,,,
T3,1.2,0.1873817422860383,2154.4346900318824,0.01,-1.7830109071222537,,,
T3,1.2,0.1873817422860383,2154.4346900318824,0.1,-1.7960004782131047,,,
T3,1.2,0.1873817422860383,2154.4346900318824,1.0,-1.8920941711545716,,,
T3,1.2,0.1873817422860383,2154.4346900318824,10.0,-2.146271222907535,,,
T3,1.2,0.1873817422860383,10000.0,1e-10,-2.2373975643304402,,,
T3,1.2,0.1873817422860383,10000.0,1e-09,-2.237397564356429,,,
T3,1.2,0.1873817422860383,10000.0,1e-08,-2.2373975646192767,,,
T3,1.2,0.1873817422860383,10000.0,1e-07,-2.2373975672524393,,,
T3,1.2,0.1873817422860383,10000.0,1e-06,-2.237397593576601,,,
T3,1.2,0.1873817422860383,10000.0,1e-05,-2.237397856821903,,,
T3,1.2,0.1873817422860383,10000.0,0.0001,-2.237400489490806,,,
T3,1.2,0.1873817422860383,10000.0,0.001,-2.237426837369388,,,
T3,1.2,0.1873817422860383,10000.0,0.01,-2.2376923749574678,,,
T3,1.2,0.1873817422860383,10000.0,0.1,-2.240505090225562,,,
T3,1.2,0.1873817422860383,10000.0,1.0,-2.2701497498349057,,,
T3,1.2,0.1873817422860383,10000.0,10.0,-2.41894353047898,,,
T3,1.2,0.5336699231206307,0.0001,1e-10,-2386.4830939127773,,,
T3,1.2,0.5336699231206307,0.0001,1e-09,-990.9248769992022,,,
T3,1.2,0.5336699231206307,0.0001,1e-08,-320.6329926973209,,,
T3,1.2,0.5336699231206307,0.0001,1e-07,-89.6295040338039,,,
T3,1.2,0.5336699231206307,0.0001,1e-06,-27.308332391206704,,,
T3,1.2,0.5336699231206307,0.0001,1e-05,-13.454197182587015,,,
T3,1.2,0.5336699231206307,0.0001,0.0001,-7.197781010442606,,,
T3,1.2,0.5336699231206307,0.0001,0.001,-3.18205932032616,,,
T3,1.2,0.5336699231206307,0.0001,0.01,-1.3339996823525053,,,
T3,1.2,0.5336699231206307,0.0001,0.1,-1.1549378640106274,,,
T3,1.2,0.5336699231206307,0.0001,1.0,-1.6167707935266826,,,
T3,1.2,0.5336699231206307,0.0001,10.0,-2.249682615692575,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,1e-10,-1409.030016534542,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,1e-09,-727.3122510647685,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,1e-08,-276.19753483334046,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,1e-07,-82.22364356184143,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,1e-06,-21.732359919733423,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,1e-05,-6.8774692491495815,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,0.0001,-3.7621802654405414,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,0.001,-1.9849636399571389,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,0.01,-1.189466530219248,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,0.1,-1.1481412609491408,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,1.0,-1.6163908319948388,,,
T3,1.2,0.5336699231206307,0.00046415888336127773,10.0,-2.249652512428993,,,
T3,1.2,0.5336699231206307,0.002154434690031882,1e-10,-672.8420497574873,,,
T3,1.2,0.5336699231206307,0.002154434690031882,1e-09,-470.3428798692413,,,
T3,1.2,0.5336699231206307,0.002154434690031882,1e-08,-213.71032528664642,,,
T3,1.2,0.5336699231206307,0.002154434690031882,1e-07,-73.42299377743649,,,
T3,1.2,0.5336699231206307,0.002154434690031882,1e-06,-19.64659978329824,,,
T3,1.2,0.5336699231206307,0.002154434690031882,1e-05,-4.407714308222122,,,
T3,1.2,0.5336699231206307,0.002154434690031882,0.0001,-1.3571090984730323,,,
T3,1.2,0.5336699231206307,0.002154434690031882,0.001,-0.9581742843923206,,,
T3,1.2,0.5336699231206307,0.002154434690031882,0.01,-0.8688738734614807,,,
T3,1.2,0.5336699231206307,0.002154434690031882,0.1,-1.1193540249175515,,,
T3,1.2,0.5336699231206307,0.002154434690031882,1.0,-1.6146354524935884,,,
T3,1.2,0.5336699231206307,0.002154434690031882,10.0,-2.2495128119631427,,,
T3,1.2,0.5336699231206307,0.01,1e-10,-281.43545145791404,,,
T3,1.2,0.5336699231206307,0.01,1e-09,-248.3220955597198,,,
T3,1.2,0.5336699231206307,0.01,1e-08,-147.80186535628548,,,
T3,1.2,0.5336699231206307,0.01,1e-07,-59.91351397287733,,,
T3,1.2,0.5336699231206307,0.01,1e-06,-17.900823957968232,,,
T3,1.2,0.5336699231206307,0.01,1e-05,-3.6998242124047835,,,
T3,1.2,0.5336699231206307,0.01,0.0001,-0.2755591488950081,,,
T3,1.2,0.5336699231206307,0.01,0.001,-0.12240475536556214,,,
T3,1.2,0.5336699231206307,0.01,0.01,-0.517830039358881,,,
T3,1.2,0.5336699231206307,0.01,0.1,-1.0281291443618703,,,
T3,1.2,0.5336699231206307,0.01,1.0,-1.6066945330183913,,,
T3,1.2,0.5336699231206307,0.01,10.0,-2.2488650012990132,,,
T3,1.2,0.5336699231206307,0.046415888336127774,1e-10,-112.12024145603951,,,
T3,1.2,0.5336699231206307,0.046415888336127774,1e-09,-108.57010841672391,,,
T3,1.2,0.5336699231206307,0.046415888336127774,1e-08,-86.52375391749516,,,
T3,1.2,0.5336699231206307,0.046415888336127774,1e-07,-43.585600639859145,,,
T3,1.2,0.5336699231206307,0.046415888336127774,1e-06,-15.33208109404481,,,
T3,1.2,0.5336699231206307,0.046415888336127774,1e-05,-3.4031141104501197,,,
T3,1.2,0.5336699231206307,0.046415888336127774,0.0001,0.0028970338555545537,,,
T3,1.2,0.5336699231206307,0.046415888336127774,0.001,0.36454894562719264,,,
T3,1.2,0.5336699231206307,0.046415888336127774,0.01,-0.20962913257906735,,,
T3,1.2,0.5336699231206307,0.046415888336127774,0.1,-0.8769019304249175,,,
T3,1.2,0.5336699231206307,0.046415888336127774,1.0,-1.5749355535985503,,,
T3,1.2,0.5336699231206307,0.046415888336127774,10.0,-2.245875920905049,,,
T3,1.2,0.5336699231206307,0.21544346900318823,1e-10,-43.6358145875083,,,
T3,1.2,0.5336699231206307,0.21544346900318823,1e-09,-43.313646367833286,,,
T3,1.2,0.5336699231206307,0.21544346900318823,1e-08,-40.49613857144407,,,
T3,1.2,0.5336699231206307,0.21544346900318823,1e-07,-27.74073818772621,,,
T3,1.2,0.5336699231206307,0.21544346900318823,1e-06,-11.666568175441999,,,
T3,1.2,0.5336699231206307,0.21544346900318823,1e-05,-3.0627858195622983,,,
T3,1.2,0.5336699231206307,0.21544346900318823,0.0001,-0.010809028956455791,,,
T3,1.2,0.5336699231206307,0.21544346900318823,0.001,0.4970848430416931,,,
T3,1.2,0.5336699231206307,0.21544346900318823,0.01,0.03857049981684888,,,
T3,1.2,0.5336699231206307,0.21544346900318823,0.1,-0.7284297330933286,,,
T3,1.2,0.5336699231206307,0.21544346900318823,1.0,-1.493967823972002,,,
T3,1.2,0.5336699231206307,0.21544346900318823,10.0,-2.2326349571889477,,,
T3,1.2,0.5336699231206307,1.0,1e-10,-16.528749846907303,,,
T3,1.2,0.5336699231206307,1.0,1e-09,-16.50078819342855,,,
T3,1.2,0.5336699231206307,1.0,1e-08,-16.229776303466444,,,
T3,1.2,0.5336699231206307,1.0,1e-07,-14.144910780214243,,,
T3,1.2,0.5336699231206307,1.0,1e-06,-7.845010128695971,,,
T3,1.2,0.5336699231206307,1.0,1e-05,-2.465049320378319,,,
T3,1.2,0.5336699231206307,1.0,0.0001,-0.09409650758925121,,,
T3,1.2,0.5336699231206307,1.0,0.001,0.4275909695557646,,,
T3,1.2,0.5336699231206307,1.0,0.01,0.13571245574187252,,,
T3,1.2,0.5336699231206307,1.0,0.1,-0.5756065979149986,,,
T3,1.2,0.5336699231206307,1.0,1.0,-1.3907347040151086,,,
T3,1.2,0.5336699231206307,1.0,10.0,-2.1866064152131672,,,
T3,1.2,0.5336699231206307,4.641588833612772,1e-10,-6.004042264911362,,,
T3,1.2,0.5336699231206307,4.641588833612772,1e-09,-6.001642871034271,,,
T3,1.2,0.5336699231206307,4.641588833612772,1e-08,-5.977813488766729,,,
T3,1.2,0.5336699231206307,4.641588833612772,1e-07,-5.7547075615658345,,,
T3,1.2,0.5336699231206307,4.641588833612772,1e-06,-4.373631043524918,,,
T3,1.2,0.5336699231206307,4.641588833612772,1e-05,-1.739746546773978,,,
T3,1.2,0.5336699231206307,4.641588833612772,0.0001,-0.16696477550712138,,,
T3,1.2,0.5336699231206307,4.641588833612772,0.001,0.2757440076141634,,,
T3,1.2,0.5336699231206307,4.641588833612772,0.01,0.079917957505186,,,
T3,1.2,0.5336699231206307,4.641588833612772,0.1,-0.4728916747409622,,,
T3,1.2,0.5336699231206307,4.641588833612772,1.0,-1.2798593869405452,,,
T3,1.2,0.5336699231206307,4.641588833612772,10.0,-2.1013690403017695,,,
T3,1.2,0.5336699231206307,21.54434690031882,1e-10,-2.090371988575041,,,
T3,1.2,0.5336699231206307,21.54434690031882,1e-09,-2.0901672631880617,,,
T3,1.2,0.5336699231206307,21.54434690031882,1e-08,-2.088123089849705,,,
T3,1.2,0.5336699231206307,21.54434690031882,1e-07,-2.067983066880263,,,
T3,1.2,0.5336699231206307,21.54434690031882,1e-06,-1.8921899588193263,,,
T3,1.2,0.5336699231206307,21.54434690031882,1e-05,-1.108812067781375,,,
T3,1.2,0.5336699231206307,21.54434690031882,0.0001,-0.21285000711296612,,,
T3,1.2,0.5336699231206307,21.54434690031882,0.001,0.0822621001927935,,,
T3,1.2,0.5336699231206307,21.54434690031882,0.01,-0.06625546709469718,,,
T3,1.2,0.5336699231206307,21.54434690031882,0.1,-0.4878243294418304,,,
T3,1.2,0.5336699231206307,21.54434690031882,1.0,-1.1677491481296047,,,
T3,1.2,0.5336699231206307,21.54434690031882,10.0,-2.008314909148538,,,
T3,1.2,0.5336699231206307,100.0,1e-10,-0.8094173560685631,,,
T3,1.2,0.5336699231206307,100.0,1e-09,-0.8094000518483673,,,
T3,1.2,0.5336699231206307,100.0,1e-08,-0.8092270686603686,,,
T3,1.2,0.5336699231206307,100.0,1e-07,-0.8075029350299989,,,
T3,1.2,0.5336699231206307,100.0,1e-06,-0.7908105241502434,,,
T3,1.2,0.5336699231206307,100.0,1e-05,-0.6637103955519805,,,
T3,1.2,0.5336699231206307,100.0,0.0001,-0.30871063356712247,,,
T3,1.2,0.5336699231206307,100.0,0.001,-0.13467732747429792,,,
T3,1.2,0.5336699231206307,100.0,0.01,-0.2649490382448899,,,
T3,1.2,0.5336699231206307,100.0,0.1,-0.6063678154200067,,,
T3,1.2,0.5336699231206307,100.0,1.0,-1.1327191375594634,,,
T3,1.2,0.5336699231206307,100.0,10.0,-1.898582778277366,,,
T3,1.2,0.5336699231206307,464.1588833612773,1e-10,-0.5766354953409092,,,
T3,1.2,0.5336699231206307,464.1588833612773,1e-09,-0.576634066686081,,,
T3,1.2,0.5336699231206307,464.1588833612773,1e-08,-0.5766197800084708,,,
T3,1.2,0.5336699231206307,464.1588833612773,1e-07,-0.5764770218483708,,,
T3,1.2,0.5336699231206307,464.1588833612773,1e-06,-0.5750601146447751,,,
T3,1.2,0.5336699231206307,464.1588833612773,1e-05,-0.5618754092907853,,,
T3,1.2,0.5336699231206307,464.1588833612773,0.0001,-0.48468978268444635,,,
T3,1.2,0.5336699231206307,464.1588833612773,0.001,-0.39383272628288035,,,
T3,1.2,0.5336699231206307,464.1588833612773,0.01,-0.5044917006519002,,,
T3,1.2,0.5336699231206307,464.1588833612773,0.1,-0.7865168147505175,,,
T3,1.2,0.5336699231206307,464.1588833612773,1.0,-1.2096034280028096,,,
T3,1.2,0.5336699231206307,464.1588833612773,10.0,-1.8201116829932134,,,
T3,1.2,0.5336699231206307,2154.4346900318824,1e-10,-0.7611447029362359,,,
T3,1.2,0.5336699231206307,2154.4346900318824,1e-09,-0.7611445923134411,,,
T3,1.2,0.5336699231206307,2154.4346900318824,1e-08,-0.7611434864559634,,,
T3,1.2,0.5336699231206307,2154.4346900318824,1e-07,-0.7611324286573181,,,
T3,1.2,0.5336699231206307,2154.4346900318824,1e-06,-0.7610220580139776,,,
T3,1.2,0.5336699231206307,2154.4346900318824,1e-05,-0.7599387253368628,,,
T3,1.2,0.5336699231206307,2154.4346900318824,0.0001,-0.7508265460625216,,,
T3,1.2,0.5336699231206307,2154.4346900318824,0.001,-0.7228322068201887,,,
T3,1.2,0.5336699231206307,2154.4346900318824,0.01,-0.7845503243742088,,,
T3,1.2,0.5336699231206307,2154.4346900318824,0.1,-1.0136798686911976,,,
T3,1.2,0.5336699231206307,2154.4346900318824,1.0,-1.3641349780874286,,,
T3,1.2,0.5336699231206307,2154.4346900318824,10.0,-1.8443489742988326,,,
T3,1.2,0.5336699231206307,10000.0,1e-10,-1.1117809862791106,,,
T3,1.2,0.5336699231206307,10000.0,1e-09,-1.1117809793544304,,,
T3,1.2,0.5336699231206307,10000.0,1e-08,-1.1117809101611165,,,
T3,1.2,0.5336699231206307,10000.0,1e-07,-1.111780218934141,,,
T3,1.2,0.5336699231206307,10000.0,1e-06,-1.1117733107575574,,,
T3,1.2,0.5336699231206307,10000.0,1e-05,-1.111704652743325,,,
T3,1.2,0.5336699231206307,10000.0,0.0001,-1.1110587163888597,,,
T3,1.2,0.5336699231206307,10000.0,0.001,-1.1074852333221148,,,
T3,1.2,0.5336699231206307,10000.0,0.01,-1.1275833591752114,,,
T3,1.2,0.5336699231206307,10000.0,0.1,-1.2820218722990278,,,
T3,1.2,0.5336699231206307,10000.0,1.0,-1.570110181402645,,,
T3,1.2,0.5336699231206307,10000.0,10.0,-1.9659872816005293,,,
T3,1.2,1.5199110829529332,0.0001,1e-10,-5308.6955861213,,,
T3,1.2,1.5199110829529332,0.0001,1e-09,-1471.408692196616,,,
T3,1.2,1.5199110829529332,0.0001,1e-08,-425.0304296817636,,,
T3,1.2,1.5199110829529332,0.0001,1e-07,-187.24028648013538,,,
T3,1.2,1.5199110829529332,0.0001,1e-06,-106.3444794133201,,,
T3,1.2,1.5199110829529332,0.0001,1e-05,-37.900193283454996,,,
T3,1.2,1.5199110829529332,0.0001,0.0001,-12.314334280254366,,,
T3,1.2,1.5199110829529332,0.0001,0.001,-4.009590859810913,,,
T3,1.2,1.5199110829529332,0.0001,0.01,-1.376386720518552,,,
T3,1.2,1.5199110829529332,0.0001,0.1,-1.1568086612758164,,,
T3,1.2,1.5199110829529332,0.0001,1.0,-1.616891498152993,,,
T3,1.2,1.5199110829529332,0.0001,10.0,-2.2496929910887538,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,1e-10,-4739.149470876962,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,1e-09,-1382.548945023635,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,1e-08,-378.3871153615181,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,1e-07,-118.23293923950641,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,1e-06,-61.57600802087427,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,1e-05,-30.523413262977876,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,0.0001,-9.590621385906818,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,0.001,-3.2932052811571166,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,0.01,-1.34360693923649,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,0.1,-1.1565685013125215,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,1.0,-1.616949304689657,,,
T3,1.2,1.5199110829529332,0.00046415888336127773,10.0,-2.249700655076541,,,
T3,1.2,1.5199110829529332,0.002154434690031882,1e-10,-3845.6800127534707,,,
T3,1.2,1.5199110829529332,0.002154434690031882,1e-09,-1267.587806772119,,,
T3,1.2,1.5199110829529332,0.002154434690031882,1e-08,-356.0048644320159,,,
T3,1.2,1.5199110829529332,0.002154434690031882,1e-07,-96.78851651349055,,,
T3,1.2,1.5199110829529332,0.002154434690031882,1e-06,-34.111321724524636,,,
T3,1.2,1.5199110829529332,0.002154434690031882,1e-05,-19.484587719022674,,,
T3,1.2,1.5199110829529332,0.002154434690031882,0.0001,-7.862268790984066,,,
T3,1.2,1.5199110829529332,0.002154434690031882,0.001,-2.4157314714144213,,,
T3,1.2,1.5199110829529332,0.002154434690031882,0.01,-1.2149459921141956,,,
T3,1.2,1.5199110829529332,0.002154434690031882,0.1,-1.1539236532224917,,,
T3,1.2,1.5199110829529332,0.002154434690031882,1.0,-1.6171902619380982,,,
T3,1.2,1.5199110829529332,0.002154434690031882,10.0,-2.2497359337568743,,,
T3,1.2,1.5199110829529332,0.01,1e-10,-2797.1203904110184,,,
T3,1.2,1.5199110829529332,0.01,1e-09,-1084.8221768494805,,,
T3,1.2,1.5199110829529332,0.01,1e-08,-331.4359845598484,,,
T3,1.2,1.5199110829529332,0.01,1e-07,-89.70530310075597,,,
T3,1.2,1.5199110829529332,0.01,1e-06,-24.165948192279725,,,
T3,1.2,1.5199110829529332,0.01,1e-05,-9.835085857314493,,,
T3,1.2,1.5199110829529332,0.01,0.0001,-5.523073275882117,,,
T3,1.2,1.5199110829529332,0.01,0.001,-1.8874634906181182,,,
T3,1.2,1.5199110829529332,0.01,0.01,-0.957622559239381,,,
T3,1.2,1.5199110829529332,0.01,0.1,-1.1334668950200704,,,
T3,1.2,1.5199110829529332,0.01,1.0,-1.6178394001070984,,,
T3,1.2,1.5199110829529332,0.01,10.0,-2.2498935001939255,,,
T3,1.2,1.5199110829529332,0.046415888336127774,1e-10,-1784.889098088399,,,
T3,1.2,1.5199110829529332,0.046415888336127774,1e-09,-831.9585145888598,,,
T3,1.2,1.5199110829529332,0.046415888336127774,1e-08,-295.723332592382,,,
T3,1.2,1.5199110829529332,0.046415888336127774,1e-07,-84.26330421162052,,,
T3,1.2,1.5199110829529332,0.046415888336127774,1e-06,-21.31942083156289,,,
T3,1.2,1.5199110829529332,0.046415888336127774,1e-05,-5.43736037730027,,,
