test,q,lengthscale,outputscale,noise,mll,best_outputscale,best_mll,at_grid_edge
T3,1.0,0.002848035868435802,0.002154434690031882,1.0,-1.7535672863092924,,,
T3,1.0,0.002848035868435802,0.002154434690031882,10.0,-2.289732456877243,,,
T3,1.0,0.002848035868435802,0.01,1e-10,-1.1158692085666542,,,
T3,1.0,0.002848035868435802,0.01,1e-09,-1.1158692053631203,,,
T3,1.0,0.002848035868435802,0.01,1e-08,-1.1158691733278627,,,
T3,1.0,0.002848035868435802,0.01,1e-07,-1.115868852983234,,,
T3,1.0,0.002848035868435802,0.01,1e-06,-1.1158656503315911,,,
T3,1.0,0.002848035868435802,0.01,1e-05,-1.1158337031947454,,,
T3,1.0,0.002848035868435802,0.01,0.0001,-1.115522085996701,,,
T3,1.0,0.002848035868435802,0.01,0.001,-1.113115064864521,,,
T3,1.0,0.002848035868435802,0.01,0.01,-1.1218583785850196,,,
T3,1.0,0.002848035868435802,0.01,0.1,-1.3163732884914174,,,
T3,1.0,0.002848035868435802,0.01,1.0,-1.7552947979793836,,,
T3,1.0,0.002848035868435802,0.01,10.0,-2.2899213976608244,,,
T3,1.0,0.002848035868435802,0.046415888336127774,1e-10,-1.1935661726607778,,,
T3,1.0,0.002848035868435802,0.046415888336127774,1e-09,-1.1935661749379036,,,
T3,1.0,0.002848035868435802,0.046415888336127774,1e-08,-1.193566197709163,,,
T3,1.0,0.002848035868435802,0.046415888336127774,1e-07,-1.1935664254216471,,,
T3,1.0,0.002848035868435802,0.046415888336127774,1e-06,-1.1935687025359112,,,
T3,1.0,0.002848035868435802,0.046415888336127774,1e-05,-1.1935914726206942,,,
T3,1.0,0.002848035868435802,0.046415888336127774,0.0001,-1.193819067687117,,,
T3,1.0,0.002848035868435802,0.046415888336127774,0.001,-1.1960844465671499,,,
T3,1.0,0.002848035868435802,0.046415888336127774,0.01,-1.2177010441888223,,,
T3,1.0,0.002848035868435802,0.046415888336127774,0.1,-1.3649204549310727,,,
T3,1.0,0.002848035868435802,0.046415888336127774,1.0,-1.7631522186424333,,,
T3,1.0,0.002848035868435802,0.046415888336127774,10.0,-2.29079648480353,,,
