q,C00,pkg_variance0,a_qd_40,a_times_C00,emp_var_default,emp_var_rescale
1.2,0.0051877370907230345,0.0051877370907230345,12.019173620703917,0.06235231279196558,0.06196436904078549,0.005155460017155158
1.5,0.0051877370907230345,0.0051877370907230345,3.457636694615227,0.01793731012690041,0.017830131503800972,0.005156739437538029
1.8,0.0051877370907230345,0.0051877370907230345,1.5112402065268078,0.00783991687239106,0.007794914468223601,0.005157958631962408
2.0,0.0051877370907230345,0.0051877370907230345,1.0,0.0051877370907230345,0.005165631241696337,0.005165631241696337
