"beta1","beta2","nugget_nu","theta_hat","S_2","sigma2_hat","n1","n2","t_est_sec","t_pred_sec","recompute_maxdiff"
38046968.0348505,37.9923051734968,0.0022514150548799,0.213070015174074,825.876770483407,0.0206469192620852,200,200,7.812,0.167999999999999,0
